Topic,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
tableau,Designing Tableau Visualizations for mobile (Hosted by Tableau),2017-03-02,3:30 p.m.,2017-03-02,5:00 p.m.,False,"Jenny Richards - Are mobile readers of your news site becoming more and more common? If your news organization is like others we've worked with, the percent of readers using phones and tablets to read your content is well over half of the overall number, and growing fast. Creating data visualizations for these small form-factors is very challenging. Learn how to use Tableau to create sheets and dashboards that work great, even on phones and tablets. 
*Design considerations, including layout and formatting
*Dashboard sizing for a range of screen widths
*Utilizing Device Specific Designer for multi-screen support
*Interactivity – filtering and tooltips
*Options to embed visualizations to respond to reader device
Tableau Public is a free tool for journalists. Some experience with Tableau Public is recommended. Taking one of the earlier Tableau sessions should suffice. Laptops will be provided. This is a free training, however you must be registered for the CAR Conference to attend this class. Limited seats are available. There may be a few seats available on-site.
Register for this class.
 | URL: http://ire.org/events-and-training/event/2702/3018/",City Terrace 4,False
,The agile data analyst: Applying practices from agile software methodologies to data reporting,2017-03-02,3:30 p.m.,2017-03-02,4:30 p.m.,False,"Christopher Groskopf, Rachel Shorey, Troy Thibodeaux, Tyler Fisher - Software developers have spent a great deal of time and effort honing workflows that make their work easier, especially when they work in teams. Many of these best practices have been codified in the principles of Agile software development. Data reporters generally lack a shared set of conventions and practices, and that lack can make it tricky to share work and collaborate. This session will bring together news apps developers and reporters specializing in data-driven journalism to discuss what an agile workflow would look like on the reporting side. From iteration planning to time boxing to the DRY principle, we'll wring some sense from the buzz words and see which ones might make the work of data analysis more productive, more predictable and more fun.
**Moderated by Troy Thibodeaux, The Associated Press
 | URL: http://ire.org/events-and-training/event/2702/3011/",Conference Center A,False
,How to build VR interactives using Digital Elevation Model (DEM) data and Three.js,2017-03-02,3:30 p.m.,2017-03-02,4:30 p.m.,False,"Armand Emamdjomeh, Joe Fox - Lights, camera, liftoff! In this session we'll learn how to create a three-dimensional virtual reality scene using Three.js and terrain data from NASA.
Using the L.A. Times' ""Discovering Gale Crater"" interactive, we'll walk you through how to import elevation data, turn a flat plane into a geographic surface, and map a terrain texture (basically a high-resolution photograph) onto that object. Then, we'll learn how to integrate controls for desktop and mobile devices and how to use pre-existing elements to turn the 3D scene into a virtual reality experience.
We'll also look at ways people have riffed on this technique, including tracking a week in the life of a mountain lion in Griffith Park.
 | URL: http://ire.org/events-and-training/event/2702/3063/",City Terrace 8,False
,Visualizing data with SandDance,2017-03-02,3:30 p.m.,2017-03-02,4:30 p.m.,False,"Callie Neylan, Marilyn Harris - SandDance is a research project from the Visualization and Interaction Team (VIBE) in Microsoft Research spearheaded by Steven M. Drucker and Roland Fernandez. It experiments with a new genre of visualizations, where every data element is always represented on the screen. By using easy-to-understand views, a touch-based interface, and animated transitions between views, SandDance helps you find insights about your data, which in turn help you tell stories supported by data, build cases based on evidence, test hypotheses, dig deeper into surface explanations, support decisions for purchases, or relate data into a wider, real world context.
 | URL: http://ire.org/events-and-training/event/2702/2905/",River Terrace 2,False
spreadsheets,Using formulas in Excel,2017-03-02,3:30 p.m.,2017-03-02,4:30 p.m.,False,"Dinah Pulver - Have you missed trigonometry since high school? No? Didn't think so. We haven't either. But, we have learned formulas can be fun, fairly easy and extraordinarily helpful with Microsoft Excel. Join us for this session, Excel 2, and learn how you can make Microsoft do all your math for you, giving you all kinds of additional insight and statistics to make your stories stronger.
 | URL: http://ire.org/events-and-training/event/2702/2939/",City Terrace 11,False
python,Intro to Python 2,2017-03-02,3:30 p.m.,2017-03-02,4:30 p.m.,False,"Cathy Deng - Want to upgrade your data skills? Come learn the Python programming language for a three-hour span. Geared toward beginners, this class with go over language basics and introduce you to key concepts. You'll then take your new Python skills and learn how to automate simple tasks, as well as how to collect and manipulate data in pursuit of stories.
 | URL: http://ire.org/events-and-training/event/2702/2938/",City Terrace 10,False
,The first 100 days in data,2017-03-02,3:30 p.m.,2017-03-02,4:30 p.m.,False,"Michael Corey, Meghan Hoyer, Margaret Janz, Liz Lucas - The advent of a new administration always provides journalists with 100 new angles and reporting opportunities for keeping government officials accountable. In an administration that seems determined to make journalists the enemy, there are additional challenges. We'll look at some examples of stories in the first 100 days that use creative, often overlooked sources of information, and we'll talk about the movement to download data from government websites that may disappear (and where you can get your hands on some of that data). We'll also offer some tips and strategies for what to do when the data isn't there.
**Moderated by Liz Lucas, Kaiser Health News
 | URL: http://ire.org/events-and-training/event/2702/3039/",River Terrace 3,False
,Big data in small organizations: How we created data-driven projects and stories at a startup,2017-03-02,3:30 p.m.,2017-03-02,4:30 p.m.,False,"Eva Constantaras, Brent Jones, - Whether you're a team of one, a small startup or battling despots abroad, we'll tell you how to pull off data-focused stories and projects with few dedicated resources. Our panel features journalists working with and within small teams in the U.S. and abroad who manage to produce stories and investigations with impact using data. We'll share tips and tools to make you more efficient and project examples to show you what's possible for a data journalist in a small shop. We'll also talk about how to avoid mistakes, find mentors and get buy-in from others.
 | URL: http://ire.org/events-and-training/event/2702/2900/",River Terrace 1,False
,Scraping data without coding,2017-03-02,3:30 p.m.,2017-03-02,4:30 p.m.,False,"Hilary Niles, Samantha Sunne - Scraping is a âtechnical word for a traditional idea: getting ahold of information, whether or not your sources want you to. In this case, the information is data and the sources are websites. We'll go over some out-of-the-box tools for scraping data, plus some DIY techniques that often work even better.
 | URL: http://ire.org/events-and-training/event/2702/3097/",City Terrace 6,False
,Your newsroom has a drone. Now what?,2017-03-02,3:30 p.m.,2017-03-02,4:30 p.m.,False,"Matt Waite - Getting the drone is the easy part. Are you licensed? Insured? Does your newsroom have policies around use? What can you do with it beyond taking pictures? At the Drone Journalism Lab, we fought all these battles - and more - and can help you get your flying robot out of the box and in the air.
 | URL: http://ire.org/events-and-training/event/2702/3049/",City Terrace 12,False
,Embrace the data! How to turn data into characters in your story,2017-03-02,4:45 p.m.,2017-03-02,5:45 p.m.,False,"Michael Corey, Madeleine Baran, William Craft - A lot of reporters are afraid of losing people's interest by using too many numbers in stories. But data can be just as engaging as any human character, if you know how to use it as a storyteller. Our panel will show you how to turn data into compelling characters that help drive the story, create tension and make people care. We will show you how even the most complicated data can be explored in ways that engage and surprise people. We'll guide you through how APM Reports used data as a character in an investigative podcast, In the Dark. And we'll look at the dos and don'ts of data sonification to put data front and center. And we'll show you how to incorporate the same techniques into other stories -- both for broadcast and print/online.
 
 | URL: http://ire.org/events-and-training/event/2702/3040/",River Terrace 3,False
,Investigating racial inequity (Sponsored by Ida B. Wells Society),2017-03-02,4:45 p.m.,2017-03-02,5:45 p.m.,False,"Ron Nixon, Nikole Hannah-Jones - Learn useful datasets, documents, and reporting tips for covering racial disparities and discrimination in housing, education, and law enforcement, among other things. 
 | URL: http://ire.org/events-and-training/event/2702/3020/",Conference Center B,False
,Advanced social media sleuthing,2017-03-02,4:45 p.m.,2017-03-02,5:45 p.m.,False,"Steve Myers - Learn how to use social media tools to build profiles of people and their connections (and see what people can learn about you!)
 | URL: http://ire.org/events-and-training/event/2702/3073/",City Terrace 6,False
spreadsheets,PivotTables in Excel,2017-03-02,4:45 p.m.,2017-03-02,5:45 p.m.,False,"Kimbriell Kelly - A look at the awesome power of pivot - and how to use it to analyze your dataset in minutes rather than hours.
This session will be most helpful if: You are familiar with formulas in Excel or another spreadsheet program.
 | URL: http://ire.org/events-and-training/event/2702/2941/",City Terrace 11,False
,How to make data approachable for younger audiences,2017-03-02,4:45 p.m.,2017-03-02,5:45 p.m.,False,"Ani Ucar, Rachel Schallom - Millennials - gotta catch 'em all. We'll tell you how to structure your data stories and interactives so younger audiences are drawn to your takeaways and will ultimately share with their friends.
 | URL: http://ire.org/events-and-training/event/2702/2906/",Conference Center A,False
,A hitchhiker's guide To APIs,2017-03-02,4:45 p.m.,2017-03-02,5:45 p.m.,False,"David Eads - In this hands-on session, you will use Postman to interrogate a web API. David Eads (NPR) and Helga Salinas (Seattle Times) will guide you through the process of constructing a magic URL that will tell you how Chicago's violent crime in 2016 compares to other years.
This session is for beginners. If you've ever thought about what goes on in the location bar of your browser, have an eye for patterns, or want better ways to answer your reporting questions, you'll have a blast.
 | URL: http://ire.org/events-and-training/event/2702/3064/",City Terrace 8,False
javascript,Design track: Intermediate D3 (Sponsored by Society for News Design),2017-03-02,4:45 p.m.,2017-03-02,5:45 p.m.,False,"John Muyskens, Leslie Shapiro - We'll tackle some of the more complicated chart forms in D3, cover advanced data manipulation functions, and include tons of real-world examples of how you can turn your own data into D3 charts.
 | URL: http://ire.org/events-and-training/event/2702/3053/",City Terrace 5,False
,Mining data from the social web (demo),2017-03-02,4:45 p.m.,2017-03-02,5:45 p.m.,False,"Lam Thuy Vo, Cathy Deng - From President Donald Trump's Twitter account to fake news — social media platforms have become a major source for news.
This demo session will give journalists the ability to harvest information from the social web in structured and automated ways. Participants will learn how to collect information from Facebook pages and Twitter accounts via scraping and APIs and turn them into spreadsheets.
To get the most out of this demo: Attendees should have a basic grasp of programming concepts but do not need to be proficient in coding. Attendees should have their own Twitter and Facebook accounts and create app IDs for API access in advance of the session. If you want to follow along in this demonstration, make sure you have Python, pip and git installed on your laptop.
 | URL: http://ire.org/events-and-training/event/2702/3112/",River Terrace 2,False
,Open 3d sandbox,2017-03-02,4:45 p.m.,2017-03-02,5:45 p.m.,False,"Joe Fox, Armand Emamdjomeh - Make something in 3D in 10 minutes! We'll bring the basics for a three.js scene along with a bucket of assets so people can mix and match while learning how to build 3D interactives. Please bring your computer to this session.
 | URL: http://ire.org/events-and-training/event/2702/3050/",City Terrace 12,False
python,Intro to Python 3,2017-03-02,4:45 p.m.,2017-03-02,5:45 p.m.,False,"Alex Richards - Want to upgrade your data skills? Come learn the Python programming language for a three-hour span. Geared toward beginners, this class with go over language basics and introduce you to key concepts. You'll then take your new Python skills and learn how to automate simple tasks, as well as how to collect and manipulate data in pursuit of stories.
 | URL: http://ire.org/events-and-training/event/2702/2940/",City Terrace 10,False
,Welcome reception,2017-03-02,6:00 p.m.,2017-03-02,7:00 p.m.,False,"Kick off the conference with a welcome reception on Thursday night beginning at 6 p.m. Meet up with friends you have not seen since last year and welcome new attendees. Each attendee will receive one drink ticket for beer, wine, soda or bottled water.
",River Terrace 1,False
,Mentoring Breakfast (Co-sponsored by Donald W. Reynolds Journalism Institute and Google) *invitation-only,2017-03-03,7:45 a.m.,2017-03-03,8:45 p.m.,False,,River Terrace 2,False
,Conference sales (Friday),2017-03-03,8:00 a.m.,2017-03-03,5:00 p.m.,False,"Stop by the NICAR Conference sales table and browse our merchandise, including the IRE bookstore's most popular titles and shirts with the winning design from the NICAR T-shirt contest. 
",3rd floor - Skybridge,False
,Conference registration (Friday),2017-03-03,8:00 a.m.,2017-03-03,5:00 p.m.,False,"Registration will be located on the 3rd floor Skybridge of the Hyatt Regency Jacksonville Riverfront. 
",3rd floor - Skybridge,False
spreadsheets,Excel Magic (beginner/intermediate) *pre-registered attendees only,2017-03-03,9:00 a.m.,2017-03-03,12:30 p.m.,False,"MaryJo Webster - If you've found yourself struggling in a spreadsheet, thinking that whatever you were trying to achieve seemed harder than it should've been, then this is the class for you. You'll learn how to do things with spreadsheets that you never thought possible, such as joining tables and re-arranging badly structured data. You'll learn about the never-ending and amazing power of logical functions, as well as a whole bunch of other functions you probably didn't know about (but should). You'll also learn some handy tools for dealing with dates, times and strings of text that aren't quite the way you'd like them. Plus we'll throw in some other tricks that just make working in spreadsheets a bit easier and more efficient. 
Preregistration is required and seating is limited. Laptops will be provided for the training. 
Workshop prerequisites: You should have prior experience using Excel or Google Sheets, and be comfortable with introductory-level spreadsheet skills, such as sorting, filtering, SUM and AVERAGE functions, calculations such as percentage change or percent of total, and how to use Pivot Tables.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2702/2881/",City Terrace 9,False
,"The perils, pitfalls and payoffs of working with higher ed data (Sponsored by Lumina Foundation)",2017-03-03,9:00 a.m.,2017-03-03,10:00 a.m.,False,"Jennifer Forsyth, Holly Hacker - With college costs at record levels, and student debt topping $1.2 trillion, data on colleges is more critical than ever before. In the last year alone, colleges have been at the crux of major national controversies including sexual assault on campus, the rights of undocumented students, and tensions over political speech. This panel will take you through several major higher education data sets that will help you tell those stories. We'll explore data on student debt, campus demographics, and campus crime and talk about the pros and cons of using each data set.
 | URL: http://ire.org/events-and-training/event/2702/3041/",River Terrace 3,False
python,First Python Notebook: Rapid data analysis in the newsroom (beginner/intermediate) *pre-registered attendees only,2017-03-03,9:00 a.m.,2017-03-03,4:30 p.m.,False,"James Gordon, Cheryl Phillips, Ben Welsh - â¨Ben Welsh, James Gordon and Cheryl Phillips teach you how to conduct and publish a data analysis with the Python programming language, its pandas toolkit and a Jupyter Notebook.â¨â¨
The 6-hour, hands-on tutorial will guide you through an investigation of money in politics using data from the California Civic Data Coalition. You will learn just enough Python to do damage with the powerful pandas data analysis library, the most popular open-source library for working with large data files. You will also learn how to record, remix and republish your analysis using the Jupyter Notebook, a browser-based tool for writing code that is emerging as the standard for sharing reproducible research in the sciences. And most importantly, you will see how tools can increase the speed and veracity of your journalism.â¨â¨
Preregistration is required and seating is limited. Laptops will be provided for the training.â¨â¨
Workshop prerequisites: If you've tried Python once or twice, have good attitude and know how to take a few code crashes in stride, you are qualified for this class.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2702/2879/",City Terrace 4,False
,Conversations: How to be the caring human being behind the job posting (Sponsored by SRCCON - OpenNews),2017-03-03,9:00 a.m.,2017-03-03,10:00 a.m.,False,"Rachel Schallom - Hiring is hard and time consuming. I believe that people want to have an intentional and caring hiring process, but it's easy for things to fall through the cracks. We'll talk about tangible solutions to make this process better.
 | URL: http://ire.org/events-and-training/event/2702/2978/",City Terrace 12,False
,Uncovering the influence,2017-03-03,9:00 a.m.,2017-03-03,10:00 a.m.,False,"Sandra Fish, Ben Wieder, Derek Willis - The 2016 election may be over, but what happens after the elected take office? That's when following the money can really pay off. What legislation will help big contributors? What are the lobbyists behind big money working – and spending – on? From the statehouse to Congress, now is the time to examine the relationships between campaign donors and what lawmakers do.
 | URL: http://ire.org/events-and-training/event/2702/3113/",Conference Center A,False
,How to use polls and rankings â and how to tell the good from bad,2017-03-03,9:00 a.m.,2017-03-03,10:00 a.m.,False,"Matt Carmichael, Peter Gade, Chris Jackson - Quick survey: how many of you are inundated with press releases about polls, rankings, and best-of lists? You know your readers love that kind of thing, but you don't want to mislead them with bad data or overstating the results. Maybe the election has you questioning its value in general. We'll give you the tools you need to quickly sort out what's worth covering. But let's go further: You'll see some real-life examples of even more interesting ways to incorporate this data into your story-telling and reporting.
 | URL: http://ire.org/events-and-training/event/2702/3047/",River Terrace 1,False
python,Visualization and analysis in Python,2017-03-03,9:00 a.m.,2017-03-03,10:00 a.m.,False,"Nathaniel Lash, Adam Playford - So you're familiar with Python and some of its core concepts. How do you use that to crunch large amounts of data and records into stories and data visualizations quickly and easily? In this hands-on course, we'll show you our tips and tricks in using our favorite Python tools to do just that. You'll walk out knowing how to go from analysis to publishable graphics in just a few minutes. The tools we'll be using: Seaborn (statistical data viz library), matplotlib (plotting library), pandas (data analysis tool), and Jupyter notebooks.
 | URL: http://ire.org/events-and-training/event/2702/2947/",City Terrace 7,False
,Intro to R: Stepping up your analysis game (beginner),2017-03-03,9:00 a.m.,2017-03-03,10:00 a.m.,False,Charles Minshew -  | URL: http://ire.org/events-and-training/event/2702/2943/,City Terrace 10,False
"databases, spreadsheets","When Excel is not enough, you SQL",2017-03-03,9:00 a.m.,2017-03-03,12:30 p.m.,False,"Crina Boros - What do you do when Excel is too slow or restrictive for your data analysis but advanced coding is still a steep mountain to climb? This is when SQL, the lingua franca of database managers, will power up your data-driven reporting. These 3 hands-on introductory workshops will focus on SQL's main statements and learning how to join tables for a fuller analysis.
 | URL: http://ire.org/events-and-training/event/2702/2991/",City Terrace 11,False
,The lone trainer: Ideas for boosting data literacy in your newsroom,2017-03-03,9:00 a.m.,2017-03-03,10:00 a.m.,False,"Jennifer LaFleur, Ronald Campbell -  | URL: http://ire.org/events-and-training/event/2702/2907/",Conference Center B,False
,How to find stories in data: Data exploration and storytelling,2017-03-03,9:00 a.m.,2017-03-03,10:00 a.m.,False,"Heather Krause - This session will introduce you to ways to use data as a source to tell stories. We'll demonstrate techniques and tools to interrogate data for answers — gathering, cleaning, organizing and analyzing data to find and tell stories.
The three topics we will focus on in this hour are:
 | URL: http://ire.org/events-and-training/event/2702/2942/",City Terrace 6,False
"python, spreadsheets",Data crunching in Python (for people who only know Excel),2017-03-03,9:00 a.m.,2017-03-03,10:00 a.m.,False,"Cody Winchester - An intro-level session for people who are comfortable with spreadsheets but want to start working with data in Python.
We won't be using pandas, Agate or any other popular data analysis libraries; instead, we'll focus on a few common Excel tasks and walk through basic data types and equivalent functionality in Python's standard library.
(It's cool if you already know how to make a Python script go, but no big deal if you don't.)
 | URL: http://ire.org/events-and-training/event/2702/3099/",City Terrace 8,False
,Kiss your apps goodbye: Saving born-digital news,2017-03-03,9:30 a.m.,2017-03-03,10:00 a.m.,False,"Edward McCain - The longevity of digital news content is about the same as the lifespan of an earthworm - about 100 days. As founder of the Dodging the Memory Hole initiative, digital curator of journalism Edward McCain is working to ensure long-term access to journalistic content. In today's digital newsrooms, a software or hardware crash can wipe out decades of texts, photos, videos and applications. Furthermore, digital archives can become obsolete if they aren't adapted to evolving formats and systems. A 2014 study by the Reynolds Journalism Institute shows that 17 percent of online-only organizations have already experienced just this kind of damage. Come learn how to keep your content alive and accessible for future generations.
 | URL: http://ire.org/events-and-training/event/2702/2908/",River Terrace 2,False
,Data analysis in R (beginner),2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,"Peter Aldhous - Learn how to sort, filter, join and carry out some other basic functions in R to identify trends in your data for storytelling.
 | URL: http://ire.org/events-and-training/event/2702/2946/",City Terrace 10,False
,The present and future of bots,2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,"John Keefe, Simon Rogers, Ken Schwencke, Tiff Fehr - Expectations are very high in 2017 for bots, artificial intelligence and their usefulness to journalism.  But the definitions and boundaries between types of bots are murky at best.  Few journalistic bots are alike (if you don't count their clones).  And each newsroom's needs for bots are often unique.  Our panel of bot-builders will lead you on a guided tour of bots past, present and future.
**Moderated by Tiff Fehr, The New York Times
 | URL: http://ire.org/events-and-training/event/2702/3014/",Conference Center B,False
,Show me the money: Finding compensation gold in proxy statements,2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,"Jeff Ostrowski - Want to quickly calculate how much Warren Buffett is worth? Wondering how much Mark Zuckerberg pays himself? The answers are readily available for those who know where to look. In filings with the Securities and Exchange Commission, thousands of publicly traded companies (and even some companies that don't trade on a stock exchange) reveal a wealth of information about executive pay, perks and stock holdings. This hands-on session will show you where to find compensation data for companies you cover.
 | URL: http://ire.org/events-and-training/event/2702/2945/",City Terrace 8,False
,Broadcast: Transforming data into knockout visuals,2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,"Mc Nelly Torres, Josh Hinkle, Cecil Rosner - This session will teach you how to use data to produce interactive graphics that play well in a broadcast story and a digital project. We'll discuss how projects have been conceived, challenges we encountered and successes achieved to produce data-driven work that can play in both digital and television. The goal is to create a culture that thinks ahead of the curve to make presentations that matter for your audience.  
 | URL: http://ire.org/events-and-training/event/2702/3012/",River Terrace 3,False
,Show them your everything: Optimizing data journalism for trust (Hosted by Knight Foundation),2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,"Aron Pilhofer, Ryan Murphy, Cecilia Reyes, Jenny Ye - **Moderated by Aron Pilhofer, Temple University
One of the most powerful ways newsrooms can increase readers' trust in media is transparency -- show your work, in other words. This panel will explore ways newsrooms can be more open about how they did what they did, the methodology they used, the tools, the techniques and the raw data behind it.
 | URL: http://ire.org/events-and-training/event/2702/3149/","Hart, 4th Floor (4106)",False
,Designing database applications for community engagement (Hosted by Caspio),2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,"Jennifer Christos, Sabina Tuladhar - Investigative journalists have great ideas, and many are seeking fast, innovative solutions that allow them to publish interactive data applications by deadline. Caspio has the tools to allow you to do this, without the help of a staff developer.
With a little bit of training, you can learn how to develop your own data-driven apps, interactives, consumer investigative sites, and community engagement tools using Caspio.
This demo will showcase real-world examples and techniques for building revenue-generating database applications. Creative community engagement has never been easier.
Note: Pre-registration is not required.
 | URL: http://ire.org/events-and-training/event/2702/2944/",City Terrace 7,False
,Conversations: Open source in the newsroom (Sponsored by SRCCON - OpenNews),2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,"Lindsay Muscato, Erin Kissane, Ryan Pitts - At OpenNews, we're working on a community-written guidebook to tackle a mutual challenge: how to produce open source projects. We've seen a common set of cultural and technical questions coming up before, during, and after projects--but our community doesn't have a common pool of answers. More open source software means more time for meaningful journalism, less time spent recreating code. In this conversation, we'll talk about this new guidebook, share expertise with each other around open source in the newsroom, and ask how this resource could be helpful to you and your colleagues.
 | URL: http://ire.org/events-and-training/event/2702/2979/",City Terrace 12,False
,Gifs for data viz,2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,"Lena Groeger - Let's take a look at why animated gifs work so well as explanatory tools; what kinds of charts, graphics, and data visualizations they're best for; and how you can make your very own.
 | URL: http://ire.org/events-and-training/event/2702/2910/",River Terrace 2,False
,Brain flipping: Tips for switching between the sides of your brain,2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,"Leah Kohlenberg, Scott Pham, Jennifer LaFleur - Working with data means that many of us are flipping our brains between analytical tasks, such as coding and querying and more creative tasks, such as writing and designing.This session will give you some tools for helping both sides of your brain do a better job.
Telling narratives in data investigations stories with data – or maybe, some of the best narrative stories by people who also work with data.
**Moderated by Jennifer LaFleur, Reveal from the Center for Investigative Reporting
 | URL: http://ire.org/events-and-training/event/2702/3036/",Conference Center A,False
,Common foundations for newsroom tools,2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,"Allan James Vestal, Chris Amico, Daniele Palumbo, Casey Miller - How can we build open-source newsroom tools that don't get hung up on organizational differences? One of the biggest challenges to making tools that work across organizations is handling how different each newsroom can be.
Our panelists have built a number of tools for their newsrooms and others. We'll go over what we learned, how we handled obstacles and suggest some best practices to get as many users as possible. Then we'll explore what standardizing tools across organizations could mean for newsrooms — from small to large.
 | URL: http://ire.org/events-and-training/event/2702/2909/",River Terrace 1,False
web development,Github for journos (repeat session),2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,"Hector Alfaro - What is Git? What is GitHub? Why should I care? In this session, we'll answer these questions and tap into why developers think GitHub is the best collaboration platform in the world. You'll learn how to navigate your way around GitHub.com and use it to find incredible projects.
 | URL: http://ire.org/events-and-training/event/2702/3074/",City Terrace 6,False
,Google trends,2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,"Jennifer Lee - Turning trends into stories
Google Trends data can be a reflection of our collective curiosities. This data can be a powerful signal in reporting, as we've seen spikes in search interest showcasing how people are processing major events, and questions searched indicating what folks want to know most.
Join us as we discuss how to use Google Trends--whether it's to discover your next story or to enrich and amplify one you're currently working on.
 | URL: http://ire.org/events-and-training/event/2702/2972/",City Terrace 7,False
tableau,Data analysis in Tableau,2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,"Sarah Ryley - Tableau Desktop is a powerful data analysis tool that can crunch large datasets entirely with a visual interface and with more flexibility than SQL. This session will teach you how to join tables, query, group and filter, and visualize the results by simply dragging, dropping and clicking (okay, and a little typing). The software is free for IRE members.
 | URL: http://ire.org/events-and-training/event/2702/3075/",City Terrace 6,False
,Gathering and cleaning data with R (intermediate),2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,"Caelainn Barr - Learn how to use R to scrape data from the web and pull data from APIs. This session will also look at how to clean and structure the data you've gathered in preparation for your analysis using tidyverse packages. Please note: You will need an API key for Zillow, so please sign up for one prior to this class.
 | URL: http://ire.org/events-and-training/event/2702/2949/",City Terrace 10,False
python,GIS with Python: 6 libraries to know,2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,Roberto Rocha -  | URL: http://ire.org/events-and-training/event/2702/2912/,River Terrace 2,False
,Jobs and career straight-talk: For (and by) young'uns only,2017-03-03,11:30 a.m.,2017-03-03,1:30 p.m.,False,"Madi Alexander, Rachel Schallom -  | URL: http://ire.org/events-and-training/event/2702/2911/",River Terrace 3,False
,Knight FoundationÂ office hours (Hosted by Knight Foundation),2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,,"Hart, 4th Floor (4106)",False
,Visualizing and understanding uncertainty (Sponsored by Society for News Design),2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,"Alberto Cairo, Mark Hansen, Jen Christiansen - Information graphics trigger an illusion of certainty, precision and even control over the situation they describe. But how often do we, as infographics and data visualization designers, really think deeply about whether most readers understand that the line in a time-series line chart has a fuzzy cloud of uncertainty behind it? Or if the 63.3 percent probability of winning a football game that we're reporting on could be rounded to 60 percent, and more clearly expressed as a 3 out of 5 chances? In some cases, statistics, as a discipline, can help us work out margins of error, but in other cases, the mathematics is frustratingly silent about the best strategy for expressing a range of plausible outcomes. How do we give data their wobble back? Join us in a conversation about the challenges of visualizing uncertainty in figures developed for broad audiences, and strategies for representing it effectively.
 | URL: http://ire.org/events-and-training/event/2702/3091/",Conference Center A,False
,Managing data projects & workflows,2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,"Aron Pilhofer, Janet Roberts, Matt Goldberg - Large data projects can be a large pain in the neck and often require more planning and structure than is typical in most newsrooms. On this panel, we will discuss different approaches to managing large-scale data projects, what has worked and what hasn't. 
**Moderated by Matt Goldberg, NBC4 Los Angeles
 | URL: http://ire.org/events-and-training/event/2702/3110/",River Terrace 1,False
,Doing data journalism under duress,2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,"Anatoliy Bondarenko, Rigoberto Carvajal, Eva Constantaras, Charles Lewis - **Moderated by Charles Lewis, Investigative Reporting Workshop
 | URL: http://ire.org/events-and-training/event/2702/3038/",Conference Center B,False
python,Data wrangling with Python,2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,"Anthony DeBarros - Much of the prerequisite for analysis involves loading, transforming, and storing data. We'll dig into Python libraries that are useful for reading from and writing to various data formats, including databases. Familiarity with Python and SQL is helpful but not essential.
 | URL: http://ire.org/events-and-training/event/2702/2948/",City Terrace 8,False
