Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Tracking government spending,2016-06-16,9:00 a.m.,2016-06-16,10:00 a.m.,"Ziva Branstetter, Colby Goodman, Norberto Santana Jr.","Tracking government spending isn't just about aimlessly pouring over data and looking for trends. It's about connecting the dots, showing human impacts of government spending – or lack thereof - as well as detailing how special interests shape government. In this session, you'll learn how to really open up government budgets, as well as standard agency financial disclosures, conflict of interest forms for government officials and connect campaign finance data to government contracts to tell compelling stories.
",Salon F-H,http://ire.org/events-and-training/event/2199/2560/
,Show & Tell *Thursday - #1 (Sponsored by Napoli Management Group),2016-06-16,9:00 a.m.,2016-06-16,10:00 a.m.,Kevin Keeshan,"**Moderated by Kevin Keeshan, NBC Owned Television Stations
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday.
",Galerie 2,http://ire.org/events-and-training/event/2199/2713/
,Getting your stuff together,2016-06-16,9:00 a.m.,2016-06-16,10:00 a.m.,"Andrea Parquet-Taylor, Cheryl W. Thompson, T. Christian Miller, Marina Trahan Martinez","**Moderated by T. Christian Miller, ProPublica
It's an unsung talent: being organized. But it's crucial to pulling off long projects and cranking out investigations while on the beat. In this session, we'll go step-by-step through reporters' own processes to see how they manage time and information, including tips on specific tools to use.
",Salon D,http://ire.org/events-and-training/event/2199/2664/
,Who can read your story? The digital divide (Sponsored by Media Democracy Fund),2016-06-16,9:00 a.m.,2016-06-16,10:00 a.m.,"Christopher Mitchell, Matthew Rantanen, Michael Scurato","Fifteen percent of Americans don't use the internet—and they aren't all seniors. In rural areas, on reservations and in prisons, many users simply don't have access. The story of lack of access deepens when we overlay “access” with economic data. For example, 62% of Spanish-dominant Latinos do not have broadband access at home. A significant number of users can't afford to have access when or how they want it.
We'll explore questions like, do users really have internet access if the only access is mobile wireless or, if the cost is 10% of their monthly wage? Will the proposed lifeline program impact a significant number of people? Speakers will also explain the implications of lifeline access, the hope community broadband offers, and provide tools/sources so you can investigate internet access across geographic, demographic and policy lines.
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2680/
,Mapping Camp *pre-registered attendees only,2016-06-16,9:00 a.m.,2016-06-16,6:00 p.m.,"David Herzog, Jennifer LaFleur","Learn how to uncover interesting news stories by mapping data with geographic information system (GIS) software during our intensive mini-boot camp and receive a free copy of ArcGIS Desktop*.
IRE and NICAR trainers conduct this hands-on training using the latest version of ArcGIS Desktop. We will look at noteworthy stories that have used mapping and show you how to uncover stories using census and other data. You'll learn how to display data geographically; import and query data; geocode to merge databases with addresses into maps. Attendees will also learn how ArcGIS Online may help as a storytelling platform. In addition, we'll provide you with our boot camp materials to help keep you on track long after you leave the conference. 
Participants should have some experience working with data in a relational database manager, such as Microsoft Access or MySQL. Preregistration is required and seating is limited. Laptops will be provided for the training. Please note the desktop software is available only for Windows but ArcGIS Online can be used from any platform.
*Attendees of the boot camp have the option to receive the following discounts from Esri. (1) A free license of ArcGIS Desktop that will not expire and includes one year call-in technical support and upgrades at no cost. Call-in technical support and upgrades are available on a nominal fee basis in year two. (2) A free one-year subscription to ArcGIS Online that includes access to Esri's Community Analyst database. Please contact the Esri Media Relations team press@esri.com for further information. The desktop software is available only for Windows but ArcGIS Online can be used from any platform.
Attendees must be registered for the conference to attend this workshop.
NOTE: Registration is required for this session. Click here to sign up.
",Salon A,http://ire.org/events-and-training/event/2199/2540/
,An insider's guide to IRE16,2016-06-16,9:00 a.m.,2016-06-16,10:00 a.m.,"Kristin Hussey, Sarah Hutchins, Megan Luther, Charlotte Huffman","**Moderated by Megan Luther, IRE/NICAR
Your first (or second, or third) IRE Conference can be overwhelming. This panel will provide tips on how to make the most of your time in New Orleans. Learn from our mistakes and figure out which sessions will best fit your needs. We'll also show you how to make the most of your IRE membership so you can continue to benefit once you're back home.
",Salon E,http://ire.org/events-and-training/event/2199/2555/
,Investigative reporting on a shoestring,2016-06-16,9:00 a.m.,2016-06-16,10:00 a.m.,"Esther Kaplan, Lee Fang, Kathryn Joyce, Kelly Virella, Trevor Aaronson, Seth Wessler","**Moderated by Esther Kaplan, The Investigative Fund
Many IRE award-winning stories are produced by large teams. But what if you're an army of one? This panel is designed for freelancers and reporters in tiny newsrooms who want to think big on investigations without being able to lean on robust newsroom resources.
",Galerie 3,http://ire.org/events-and-training/event/2199/2691/
,Follow the money to tax havens (Sponsored by Knight Foundation),2016-06-16,9:00 a.m.,2016-06-16,10:00 a.m.,Miranda Patrucic,"You don't always need the Panama Papers to get Panama Papers. In fact, a share of the records used in the historic groundbreaking investigation was actually gathered from offshore public record depositories around the world. In this session, you will learn how to access the records from tax heavens that seem impossible to get.
",Galerie 1,http://ire.org/events-and-training/event/2199/2571/
,Working with African newsrooms: From collaboration to coding (Sponsored by International Center for Journalists),2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Amanda Strydom, David Lemayian","From power cuts to palace coups, working with African newsrooms is never simple. But for all its challenges, the continent is also one of the most mobile and connected. This unique mix of high and low tech creates opportunities for experimentation unheard of in the developed world. Lemayian and Strydom will give you a glimpse on how they are getting African newsrooms to collaborate and innovate.
",Salon E,http://ire.org/events-and-training/event/2199/2556/
,Deep dives: Issues you can explore in your community,2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Jessica Terrell, Todd Wallack, Jaimi Dowdell, Katherine Sayre","**Moderated by Jaimi Dowdell, IRE/NICAR
Three veteran journalists will share tips and lessons they learned covering stories about homelessness, a dying town, residential parking, government boards and more. You'll leave this session with a pocketful of evergreen ideas along with guidance on how to make the stories come to life.
",Salon F-H,http://ire.org/events-and-training/event/2199/2561/
,Show & Tell *Thursday - #2 (Sponsored by Napoli Management Group),2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,Susana Schuler,"**Moderated by Susana Schuler, Raycom Media
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday.
",Galerie 2,http://ire.org/events-and-training/event/2199/2714/
,Educators: Doing investigations with students,2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Deborah Nelson, Mark Horvit, Neil Reisner, Brandon Quester","**Moderated by Mark Horvit, IRE/NICAR
More and more investigative journalism is being conducted on college campuses. Several professors who work with students to conduct in-depth projects will talk about how they select topics, manage students (individuals and teams) and help them overcome obstacles.
",Studio 9-10,http://ire.org/events-and-training/event/2199/2657/
,Tools and tips for the reporting process (Sponsored by Knight Foundation),2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Daniel Connolly, Lauren Grandestaff, Jesse Patel","Organization and time management can challenge even the most experienced investigative reporter. In this session, you'll see demos of electronic tools that make your life easier. From the very start of your story to hitting publish, these tools will allow you to manage even the biggest of projects. Scrivener allows you to keep track of documents, photos, audio recordings and video, all in the same investigation file. DocumentCloud allows you to track piles of documents for your investigations, collaborate amongst your newsroom and others, and present the most important parts to the public. And Workflowy, lets you take notes, make lists, collaborate, brainstorm and plan your life.
",Galerie 1,http://ire.org/events-and-training/event/2199/2728/
,NICAR Commons: How to enter (and win) a duPont Award,2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,Lisa Cohen,"**Moderated by Lisa R. Cohen, Columbia Journalism School
In this session, Lisa R. Cohen will discuss and demystify the duPont Award process. She will be joined by former award winners Cheryl Devall, Reveal/CIR; Jason Trahan, WFAA-Dallas/Fort Worth and Lee Zurik, WVUE-New Orleans.
",Preservation Hall,http://ire.org/events-and-training/event/2199/2786/
spreadsheets,Excel 1: Getting started with spreadsheets,2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,Patti DiVincenzo,"In this introduction to spreadsheets you'll begin analyzing data with Excel, a simple but powerful tool. You'll learn how to enter data, sort it, filter it and conduct simple calculations like sum, average and median.
Prerequisites: None.
",Salon B,http://ire.org/events-and-training/event/2199/2640/
,Watchdogging sports,2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Paula Lavigne, Noah Pransky, Brad Wolverton","From youth basketball to college hockey to the National Football League, sports is not just a form of entertainment, but a multi-billion-dollar industry and a force for social change with local, national and global impact. Find out how to examine the financial, social, medical, legal, criminal and other off-field aspects of sports organizations and teams and the myriad of agencies that regulate them. And learn about the unique aspects of investigating athletes beyond the locker room.
",Salon D,http://ire.org/events-and-training/event/2199/2550/
,Broadcast: When things change dramatically,2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Jodie Fleischer, Chris Nakamoto, Rick Yarborough","We all try to make sure every detail is buttoned up before airing an investigation. But sometimes that curve ball is just unavoidable. This panel will focus on unusual developments with investigations. From last minute court settlements aimed at squashing your report, to your source unexpectedly becoming the subject of your investigation, or even reporters finding themselves in handcuffs. Hear how these journalists dealt with the 11th hour developments and still got their stories on air.
",Galerie 3,http://ire.org/events-and-training/event/2199/2566/
,Tracking down investigative threads,2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Charles Lewis, Alison Young, Dan Kane","How do you find and choose which investigative threads to follow? How do you stay on track when you have too many threads interweaving simultaneously? What do you do when the thread you are chasing goes dark? How do you keep from getting lost along the way? Hear how three investigative reporters approach these problems to produce high-impact stories. And they'll give you practical tips for organizing reporting and keeping complex projects on track – especially if you are juggling other stories at the same time.
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2563/
tableau,Advanced design and interaction in Tableau Public (Hosted by Tableau) *pre-registered attendees only,2016-06-16,11:00 a.m.,2016-06-16,12:30 p.m.,Dash Davidson,"Analyzing data and coming up interactive visualizations is easy in Tableau but sometimes getting everything looking polished isn't. In this session you will learn how to break away from the default formatting in Tableau Public to create interactive data graphics that match your style guides and engage your readers. We will teach you how to:
•change colors, shapes, borders, fonts, and other basic formatting•incorporate images, logos, and other graphic elements•take advantage of advanced interaction techniques to incorporate multimedia•utilize design and layout best practices to make sure that your visualization looks polished and professional
Tableau Public is a free tool for journalists. Some familiarity with the product is recommended; a beginner session earlier in the day should prepare you enough for this session. Laptops will be provided. This is a free training, however you must be registered for the IRE Conference to attend this class. Limited seats are available. There may be a few seats available on-site.
Register for this class
",Salon C,http://ire.org/events-and-training/event/2199/2697/
,NICAR Commons: Story clinic,2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"Jaimi Dowdell, Mark Horvit, Liz Lucas, Megan Luther, Alex Richards","Got a question on how to pursue a story? Curious about how to approach a FOIA? Stumped by some data? IRE and NICAR staff will be available to offer advice. Story consultations are confidential and will be offered on a first-come, first-served basis.
",Preservation Hall,http://ire.org/events-and-training/event/2199/2780/
,Data viz storytelling,2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"Dianne Finch, Ed Lowther, Shane Shifflett, Cheryl Phillips","**Moderated by Cheryl Phillips, Stanford University
There are maps, charts and interactives to be built and pie charts to avoid, for sure. But the truth is, just like anything in journalism, making a data visualization that works is all about the story. The trick is knowing enough about the structure and forms to make the viz it's own kind of narrative. Learn some of the best practices and key tips to make your data visualizations sing. 
",Salon D,http://ire.org/events-and-training/event/2199/2545/
,The art of cultivating and protecting whistleblowers (Sponsored by NBC News and MSNBC),2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"Josh Meyer, Angie Moreschi, Marta Jewson, Michael Hudson","**Moderated by Josh Meyer, NBC News
Finding, cultivating – and protecting – whistleblowers is both a science and an art, and it has long been a cornerstone of good watchdog journalism. Doing it right can often mean the difference between a decent story and a great, and potentially prize-winning, one. But mishandling well-placed sources who leak information has all sorts of pitfalls for everyone involved. Learn the nuts and bolts of working with whistleblowers from some of the best – journalists who have used them with great success on the local, national and international level. â
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2564/
,Government data to drive your stories (Sponsored by Knight Foundation),2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"Troy Thibodeaux, Tyson Weister","In this session we'll take a tour of some useful government data sources along with tips for getting the most from them. In addition, we'll offer a deep dive into data available from the U.S. Census Bureau.
",Galerie 1,http://ire.org/events-and-training/event/2199/2690/
,Do criminal and municipal courts treat defendants fairly? (Sponsored by Criminal Justice Journalists),2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"Kendall Taggart, Ted Gest, Judge Arthur L. Hunter, Jr., John Simerman"," **Moderated by Ted Gest, Criminal Justice Journalists
 
The aftermath of the Ferguson, Mo., police shooting raised questions about how lower courts around the nation are treating defendants in a wide variety of cases. Critics say that some jurisdictions have been operating courts in ways that discriminate against minorities and others who cannot easily get legal help or pay fines in relatively minor cases. Reporters who follow these questions and a judge from a large urban court will discuss how journalists can report in depth on legal issues that often don't get much play in local media.
",Studio 9-10,http://ire.org/events-and-training/event/2199/2546/
,From lone wolf to team player: The evolution of the investigative reporter,2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"Jennifer LaFleur, Roy Harris, James B. Steele, James Grimaldi","**Moderated by Roy Harris, independent journalist
Investigative journalism at the turn of the 20th Century relied, for the most part, on a breed of driven newspaper and magazine reporters working solo, and keeping their sources to themselves. Much changed starting in the 1960s, with the rise of team journalism (including the birth of IRE) at places like Bob Greene's Newsday and the Boston Globe's Spotlight operation. Duos along the lines of Woodward-Bernstein and Barlett-Steele sprang up, and so did investigative editing specialists and, recently, intra-organizational collaborations. Reporting and editing legends Jim Steele and James Grimaldi join the Center for Investigative Reporting's Jennifer LaFleur in a discussion of what's been gained, and lost, along the way. Roy Harris, author of “Pulitzer's Gold,” a book on the century-long tradition of winners in the public service category, moderates.
",Salon E,http://ire.org/events-and-training/event/2199/2557/
,Following the money (Sponsored by Bloomberg),2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"Rob Barry, Mark Lagerkvist, Duane Pohlman, Michael Sallah","**Moderated by Duane Pohlman, WCMH/NBC4 Columbus
Sure it's a cliche. But it's still some of the best advice in journalism: track the funds to find the power, or the problems, or the answers. Three veteran journalists give tips and examples that will help you find the key money trails in your own stories.
",Salon F-H,http://ire.org/events-and-training/event/2199/2607/
,Uncovering stories on the health beat,2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"Ellen Gabler, Ryann Grochowski Jones, Jeanne Whalen, Jenn Abelson","**Moderated by Ellen Gabler, Milwaukee Journal Sentinel
Tap into the full potential of investigations on the health beat. We'll talk about where to look for ideas, how to negotiate for data and documents, and finding people who have been affected by whatever you're writing about. As healthcare costs soar and pandemics travel across borders, the interest in these stories is huge. Get specific tips on dealing with government agencies, finding experts and sorting through science when people are trying to confuse you.
",Galerie 3,http://ire.org/events-and-training/event/2199/2673/
spreadsheets,Excel 2: Functions and pivot tables,2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,Crina Boros,"In this class you'll learn how to use formulas to analyze data with the eye of a journalist using calculations like change, percent change and rates. It will also focus on the power of pivot tables for analysis in minutes rather than hours.
Prerequisites: This class will be most helpful if you've taken Excel 1 or have worked with a spreadsheet in the past.
",Salon B,http://ire.org/events-and-training/event/2199/2641/
,Show & Tell *Thursday - #3 (Sponsored by Napoli Management Group),2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,Patti Dennis,"**Moderated by Patti Dennis, TEGNA, Inc.
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday.
",Galerie 2,http://ire.org/events-and-training/event/2199/2715/
,Lunch on your own (Thursday),2016-06-16,12:30 p.m.,2016-06-16,2:30 p.m.,TBA,,See printed schedule for room information,http://ire.org/events-and-training/event/2199/2749/
tableau,Finding and telling data stories with Tableau Public (Hosted by Tableau) *pre-registered attendees only,2016-06-16,1:30 p.m.,2016-06-16,3:00 p.m.,Ben Jones,"Got a dataset and an impending deadline to write a story on it? Find the scoop and convey it with beautiful, interactive visualizations in a serial narrative using Tableau Public. It's a fast, easy to use, and free tool for journalists. Visualizations will publish using any CMS and no programming is required. 
We'll teach you how to:
•Connect to Excel files and other file types•Rapidly explore and analyze datasets with ease•Make eye-catching visualizations to share your findings•Add interactivity and arrange them in a serial narrative to engage and sustain your audience's attention
No previous experience with Tableau is necessary to attend. Laptops will be provided. This is a free training, however you must be registered for the IRE Conference to attend this class. Limited seats are available. There may be a few seats available on-site.
Register for this class
",Salon C,http://ire.org/events-and-training/event/2199/2698/
,IRE Board Meeting,2016-06-16,2:00 p.m.,2016-06-16,6:00 p.m.,TBA,"The IRE Board of Directors will meet at 2 p.m. Thursday in New Orleans as part of the annual conference.  The meeting is open to all IRE members.
",Riverview I,http://ire.org/events-and-training/event/2199/2619/
,Broadcast showcase: The changing network landscape,2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,"Scott Zamost, Lea Thompson, Len Tepper,","**Moderated by Lea Thompson, formerly NBC News
They have all the big awards, they do the huge important stories, they are superstar producers at ABC, CBS and CNN. They're going to show you how they do it, how what they do has changed through the years and, yes, they'll give you insight on how you can get there too. Is there a difference between local and network television? How do network investigative units handle breaking news and the 24/7 news cycle? These producers know how to pick and drive stories and are masters at integrating on-air and on-web. They'll tell you how to stay out of trouble and share tips on how to keep delivering year after year.
",Galerie 3,http://ire.org/events-and-training/event/2199/2568/
,NICAR Commons: How to develop your own hyper personalized organizational system,2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,Jesse Patel,"**Moderated by Jesse Patel, WorkFlowy
In this session, Jesse Patel will work with people one-on-one to create a custom set up in WorkFlowy, the powerful organizational tool he helps develop. He will show you how to create an organizational system perfectly tailored to your way of working and thinking. He'll go through as many people as he can in the time allotted, with everyone watching and contributing ideas. Jesse is happy to keep working with people after the time expires if there isn't enough time to work with everyone who attends.
",Preservation Hall,http://ire.org/events-and-training/event/2199/2620/
spreadsheets,Getting data into Excel,2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,Rui Kaneya,"Don't let hard-to-use data ruin your day. Learn how to import a variety of formats (such as text files, HTML tables, PDFs) into Excel.
Prerequisites: None.
",Salon B,http://ire.org/events-and-training/event/2199/2642/
,Broadcast deep dives 1 (Sponsored by Napoli Management Group),2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,"Andy Pierrotti, Steve Eckert, Eva Parks, A. J. Lagoe, Scott Friedman","Hear five award-winning investigative journalists explain how they produced big projects for broadcast and online. Journalists will show their investigations and then take you step by step, from story tip to a finished product.
",Galerie 2,http://ire.org/events-and-training/event/2199/2575/
,"Investigating realities: Approaches to  reporting, production, and development with VR",2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,"Lakshmi Sarah, Robert Hernandez, Trey Bundy, Stephan Gensch","**Moderated by Robert Hernandez, University of Southern California - Annenberg
As 360° video and VR settles into being an essential platform for journalism, a number of critical questions emerge to challenge reporters and newsrooms. Especially when the promise of deeper empathy collides with the risks of voyeurism as audiences explore subjects and sources in ways never contemplated by the 2D Web. This session will explore the technical and editorial opportunities and implications of the technology. Panelists include reporters, technologists and designers working at the front edge of this important new space.
",Salon F-H,http://ire.org/events-and-training/event/2199/2727/
,Investigating supply chains (Sponsored by Knight Foundation),2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,"Richard Marosi,","Coffee, cocoa, sneakers and shrimp: Where are these coming from and who are the laborers producing, processing and making them? As global trade makes it cheaper and faster to outsource labor, it's more important than ever for journalists to hold corporations accountable for the social, environmental and health impacts of their products. This means tracking consumer goods back to their source with specific, accurate detail. During this session we're talking supply chain tracking methodology, from staking out factories and following trucks, to satellite photos, document dives and other resources to help journalists follow the goods.
",Galerie 1,http://ire.org/events-and-training/event/2199/2689/
,The fight for (information) freedom (Sponsored by Press Club of New Orleans),2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,"Lee Zurik, Karen Gadbois, Katie Moore, Robert McClendon, Scott Sternberg","An examination of how to survive and thrive in the age of the Freedom of Information Act and other access laws. A panel of award-winning journalists and experts will discuss best practices, tips and strategies that have helped in navigating FOIA, and the challenges and barriers while working to access and collect data, records and other information made available to the public under the law.
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2565/
,Investigating inequality,2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,"Nikole Hannah-Jones, Kristal Brent Zook",,Salon D,http://ire.org/events-and-training/event/2199/2552/
,Educators: Lightning talks,2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,Brant Houston,"**Moderated by Brant Houston, University of Illinois
What works best when teaching college-level investigative reporting or data journalism courses? Find out in this session featuring a series of 5-minute lightning talks dedicated to teaching students how to use documents and data in journalism. Instructors will highlight successful approaches, best teaching techniques, data for students, and more. The following speakers have been selected to present:
Dianne Finch, Elon University
Dee J. Hall, Wisconsin Center for Investigative Journalism
Lorie Hearn, inewsource
David Herzog, IRE/NICAR
Brant Houston, University of Illinois
Courtney Mabeus, The Virginian-Pilot
Deborah Nelson, University of Maryland
Brian O'Donoghue, University of Alaska Fairbanks
Cheryl Phillips, Stanford University
",Studio 9-10,http://ire.org/events-and-training/event/2199/2547/
,50 apps in 30 minutes (+ 30 minutes of other cool stuff),2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,David Ho,"Supercharge your smartphone for reporting! The Wall Street Journal's Executive Mobile Editor David Ho will help you turn your phone into a Swiss Army Knife of journalism goodness with this always-updating and fun session on apps and tools for gathering and producing news. Want to use your phone to record interviews? Take better notes? Transcribe audio? Edit video? Track tweets? Talk on camera? ID airplanes? Translate Swahili? There's an app for that. Plus, learn about more tips, tricks and mobile gear.
",Salon E,http://ire.org/events-and-training/event/2199/2558/
tableau,Designing Tableau visualizations for mobile (Hosted by Tableau) *pre-registered attendees only,2016-06-16,3:45 p.m.,2016-06-16,5:15 p.m.,Dash Davidson,"Are mobile readers of your news site becoming more and more common? If your news organization is like others we've worked with, the percent of readers using phones and tablets to read your content is well over half of the overall number, and growing fast. Creating data visualizations for these small form-factors is very challenging. Learn how to use Tableau to create sheets and dashboards that work great, even on phones and tablets. 
•Design considerations, including layout and formatting•Dashboard sizing for a range of screen widths•Interactivity – filtering and tooltips•Options to embed visualizations to respond to reader device
Some experience with Tableau Public is recommended. Taking one of the earlier Tableau sessions should suffice. Laptops will be provided. This is a free training, however you must be registered for the IRE Conference to attend this class. Limited seats are available. There may be a few seats available on-site.
Register for this class
",Salon C,http://ire.org/events-and-training/event/2199/2699/
spreadsheets,Cleaning data with OpenRefine,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,"Robert Gebeloff, Nils Mulvad","OpenRefine is a good tool to clean really dirty data -- the kind of data in which the same name might be spelled in 30 different ways. It has built-in cleaning tools for analysts and journalists.
This session will be most useful if: You have some experience working with data in columns and rows, in spreadsheets or database managers.
",Salon B,http://ire.org/events-and-training/event/2199/2653/
,Campus coverage: The cost of going to college,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,"Gordon Russell, Jon Marcus, Alex Richards","**Moderated by Alex Richards, IRE/NICAR
The cost of going to college is somewhat of a shell game. Even with discounts and financial aid, low-income students often end up paying more. Administrative costs have skyrocketed with luxury posts. Our panelists will show you how to use data and shoe-leather reporting to dig into the divide between the rich and the poor, how to challenge conventional wisdom and show the fallout of higher ed policies.
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2681/
,The business of freelancing: Securing grants (Sponsored by the Fund for Investigative Journalism and FIRE),2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,"Laird Townsend, Brant Houston, Esther Kaplan, Jane Sasseen, Ricardo Sandoval-Palos, Stephen Sapienza"," **Moderated by Brant Houston, University of Illinois
Leaders from organizations that give grants to freelancers will explain what kinds of stories they are looking for and what you need to do to successfully apply for a grant. This will be a robust question and answer session.
",Salon E,http://ire.org/events-and-training/event/2199/2549/
