Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,The doctor is in: Diagnosing dirty data,2013-06-20,2:30 p.m.,2013-06-20,3:30 p.m.,"Jaimi Dowdell, Jennifer LaFleur,","Dirty data lurk everywhere: in text files, spreadsheets, databases, and PDFs. Dirty data stand between you and a good story. Sometimes you can't import a text file into a database manager without errors, or you can't sort a spreadsheet like you want to. We'll talk about some of the most common types of dirty data, some things to look out for, and some good tricks for dealing with those problems.
We'll follow this panel up with two hands-on sessions later in the conference. In the first session, we'll walk you through some common dirty data and show you how to clean it up yourself. The second hands-on class is an open lab. In it, we invite you to bring in your dirty data. We'll take their temperature, check their blood pressure, and help you figure out how to turn them into healthy data, ready for analysis.
",CR 1-4,http://ire.org/events-and-training/event/21/813/
,Spycraft (Sponsored by John S. and James L. Knight Foundation),2013-06-20,2:30 p.m.,2013-06-20,3:30 p.m.,Steve Doig,"Keeping your sources and your secrets safe from prying eyes - This session will cover the use of cryptography, spoofing caller ID, anonymous email, throwaway phones, steganography (that's not a typo) and other covert techniques for communicating with sources without leaving a trail.
",CR 12,http://ire.org/events-and-training/event/21/821/
,Going beyond the obvious: Creative uses for data,2013-06-20,2:30 p.m.,2013-06-20,3:30 p.m.,"Ryann Grochowski Jones, Margot Williams","Data is not just for analyzing, sorting and filtering. We'll share the best databases for finding sources, uncovering contact information, investigating relationships -- and how to get them. Great for beginners or anyone who wants to see spreadsheets in a new light.
",Salon I,http://ire.org/events-and-training/event/21/804/
,Financing and accounting for journalists,2013-06-20,2:30 p.m.,2013-06-20,3:30 p.m.,"Roddy Boyd, David Cay Johnston","Cash is king. Enterprise reporters should know how (some) companies play games and use misleading language to present an image of economic strength and flexibility. However, just because the cash line in the balance sheet appears impressive doesn't mean the business is healthy or that its apparently rosy assurances to investors and the press are likely to come true.
",Salon A,http://ire.org/events-and-training/event/21/790/
,Demo: New Caspio Map Mashup Wizard (Hosted by Caspio),2013-06-20,2:30 p.m.,2013-06-20,3:30 p.m.,Edward Garcia,"Caspio's new Map Mashup Wizard (v7) automates Google map integration in a single wizard and now includes custom icons and interactive filtering. Topics covered:
*Integrating a searchable database with Google Maps
*Adding custom icons and filters based on criteria
*Combining data sources on a single map
Pre-registration is encouraged, as space is limited. No previous Caspio experience is necessary. Laptops will be provided.
",CR 11,http://ire.org/events-and-training/event/21/969/
,From big to small: How to integrate data projects into the newsroom,2013-06-20,2:30 p.m.,2013-06-20,3:30 p.m.,"Becca Aaronson, Ryan Murphy, Reese Dunklin, Matt Jacob, Shawn McIntosh","**Moderated by Shawn McIntosh
Data can add context to stories, drive investigative projects and result in standalone interactive applications. In this session we'll discuss ways data and data-based projects can be incorporated into work throughout the newsroom. We'll look at case studies involving reporters and data journalists from The Dallas Morning News and Texas Tribune.
",Salon D,http://ire.org/events-and-training/event/21/798/
,Performance enhancing drugs,2013-06-20,2:30 p.m.,2013-06-20,3:30 p.m.,"Michael Fish, T.J. Quinn, Jeff Donn","Performance-enhancing drugs are again dominating the headlines in sports. Learn how to dig into stories that can be hard to break, build sources, mine documents and report on a topic that reaches from high school to the pros.
",Salon J,http://ire.org/events-and-training/event/21/941/
,INN Training: Evaluation in a box,2013-06-20,2:45 p.m.,2013-06-20,4:45 p.m.,TBA,"Breakout sessions will include the following topics:
* Branding and membership - Mary Walter Brown and Summer Polacek of Voice of San Diego
* Quantifying the impact of your journalism - Lauren Fuhrmann of Wisconsin Watch and Jason Alcorn of InvestigateWest
* Data as a source of collaboration - speakers to be announced
",Salon K,http://ire.org/events-and-training/event/21/945/
,Data negotiations: Getting around obstacles,2013-06-20,3:40 p.m.,2013-06-20,4:40 p.m.,"David Herzog, Joseph Larsen, Corbin Carson","Getting any record can be tough, but wrangling data can introduce even more challenges. We'll give you some tools and tips for getting data out of government agencies, no matter how difficult, and whether or not it's digitized. We'll dig in on the latest excuses for denial and barriers to access and lastly, we'll look at a case study of how News21 obtained data for a recent project on voter fraud.
",Salon J,http://ire.org/events-and-training/event/21/815/
,The top 10 ways of ranking things,2013-06-20,3:40 p.m.,2013-06-20,4:40 p.m.,"Doug Smith, Daniel Lathrop","From the profound to the banal readers love ratings and rankings. This will go into the nitty gritty of how to use statically valid, well reported rankings that actually say something important to our readers. Learn about the techniques The Dallas Morning News used in its just-completed, comprehensive ranking of neighborhood livability and The Los Angeles Times used in its Meyer Award-winning rating of teacher performance.
",Salon I,http://ire.org/events-and-training/event/21/805/
,Introducing Tabula: A PDF data extractor (Sponsored by John S. and James L. Knight Foundation),2013-06-20,3:40 p.m.,2013-06-20,4:40 p.m.,Mike Tigas,"Tabula is a free, open source tool that allows you to easily take data out of pesky PDF files and into Excel, database programs, and web applications. An overview of the project (including progress on new features) will be followed by a walkthrough and tutorial.
",CR 12,http://ire.org/events-and-training/event/21/822/
,Why you (and your shop) need data,2013-06-20,3:40 p.m.,2013-06-20,4:40 p.m.,"Jaimi Dowdell, Stephen Stock, Christopher Schnaars","Data may be a four-letter word, but it doesn't have to be scary. We'll demystify the hows and whys of data and show that by incorporating it into your work you can take stories to the next level whether you're in broadcast, print or online-only. You'll leave this session with a game plan and plenty of quick-turn ideas you can work on right away.
",Salon A,http://ire.org/events-and-training/event/21/795/
,The power of social media: Geolocation for news,2013-06-20,3:40 p.m.,2013-06-20,4:40 p.m.,"Glenn Anderson, Mark Luckie, Doug Haddix, Jennifer Peck","**Moderated by Doug Haddix
A bomb explodes, and your newsroom kicks into breaking news mode to find witnesses quickly. Or your investigation requires a source in another country, and you've had no luck tracking anyone down. New tools are harnessing social media feeds and allowing you to tap into conversations around the world. In this panel, we'll discuss how to utilize geolocation tools to beef-up your coverage and find sources fast during breaking news.
",CR 1-4,http://ire.org/events-and-training/event/21/814/
,Criminal justice: Guns (Sponsored by Criminal Justice Journalists),2013-06-20,3:40 p.m.,2013-06-20,4:40 p.m.,"Raquel Rutledge, Gerardo Reyes, Ted Gest","**Moderated by Ted Gest
The Newtown massacre and other mass shootings have prompted much more media interest in guns. What stories should journalists be doing on the key issues--background checks, gun trafficking, enforcement of current laws, and the use of guns in self-defense, to name several.
",Salon C,http://ire.org/events-and-training/event/21/792/
,Investigative storytelling in radio,2013-06-20,3:40 p.m.,2013-06-20,4:40 p.m.,"Sandra Bartlett, John Ryan","Producing investigative stories on radio can be difficult but the results can be powerful and compelling. Learn the practical elements that make good radio: how to interview for radio, how to get the sounds and scenes you need to take the listener to the location, different equipment for different situations and how to tell a compelling story when the story is complicated and you have very little tape. Join John Ryan of KUOW in Seattle and Sandra Bartlett formerly with NPR in Washington for this how-to session.
",Salon D,http://ire.org/events-and-training/event/21/799/
,Mapping and user-generated data (Hosted by Caspio),2013-06-20,3:40 p.m.,2013-06-20,4:40 p.m.,Edward Garcia,"This session is a continuation of the Map Mashup demo (at 2:30 p.m.) and showcases the power of hyper-local applications with user-generated data. Topics covered:
*User data submissions with photo resizing
*Capturing geo-location data from web and mobile devices
*Integrating user-generated data with mapping
*Content flagging and approval policies
Pre-registration is encouraged, as space is limited. No previous Caspio experience is necessary. Laptops will be provided.
",CR 11,http://ire.org/events-and-training/event/21/970/
,Criminal justice: Prisons (Sponsored by Criminal Justice Journalists),2013-06-20,4:50 p.m.,2013-06-20,5:50 p.m.,"Mike Ward, Jessica Pupovac, Scott Henson, Ted Gest, Kirk Mitchell","**Moderated by Ted Gest
Crime is falling and so is the prison population, but only in some places. How are states trying to save money on incarceration costs, and is it working, or endangering the public? How can journalists get access to prisons and get the information we need?
",Salon C,http://ire.org/events-and-training/event/21/794/
,"You've got the data, where's the story? How to find interesting patterns and do analysis",2013-06-20,4:50 p.m.,2013-06-20,5:50 p.m.,"Dan Keating, Jacob Fenton","You can master spreadsheets and databases, scripting and frameworks, but that's not the same as doing analysis. Where is the story hiding in that new data? Here are some practical steps and mental approaches for sculpting that masterpiece out of the block of granite.
",Salon A,http://ire.org/events-and-training/event/21/793/
,In God's name: Investigating religion (Sponsored by Religion Newswriters Association),2013-06-20,4:50 p.m.,2013-06-20,5:50 p.m.,"Bill Lobdell, Bob Smietana, Abraham Levy","**Moderated by Abe Levy
Reporters face unique challenges in unpacking the complexities of religion, its people and institutions. Accessing records of these private communities doesn't fall under open records laws and getting a spectrum of insiders to talk -- sometimes critically -- about their faith requires deft navigation. Meanwhile, doctrines and religious histories are themselves perplexing but needed to accurately couch the context of faith stories. Two veteran religion reporters will share insight on how they cover this beat with an emphasis on dishing out practical tools and tips.
",Salon D,http://ire.org/events-and-training/event/21/800/
,Embedding data and maps into the minds of readers: An Esri Community Analyst and Mapping platform experience (Sponsored by John S. and James L. Knight Foundation),2013-06-20,4:50 p.m.,2013-06-20,5:50 p.m.,"Ingrid Lobet, Brian Peterson, Yang Wang","The Houston Chronicle's data team shares insights on mining data and visualizing it through maps to increase reader interaction and interest with important investigative stories.
",CR 12,http://ire.org/events-and-training/event/21/823/
,Broadcast: Surveillance - Learning from the pros,2013-06-20,4:50 p.m.,2013-06-20,5:50 p.m.,"Tony Kovaleski, Kelly Riddle,","What can private investigators teach investigative reporters about legal, ethical and effective surveillance techniques? What are the similarities and differences in surveillance by a private investigator and an investigative reporter? Bring your questions. Bring your scenario. Contribute to the conversation.
",Salon J,http://ire.org/events-and-training/event/21/806/
,How to use ProPublica's data in your reporting,2013-06-20,4:50 p.m.,2013-06-20,5:50 p.m.,"Al Shaw, Jennifer LaFleur","ProPublica publishes lots of data sets. From stimulus projects to nursing home inspection reports to pharma payments to doctors, the data is chock full of great local stories. At this panel, we'll demo a few of our recent news applications and walk reporters through how they can use them to find leads for stories.
",CR 1-4,http://ire.org/events-and-training/event/21/965/
,INN Training: A conversation with Google's Dave Gehring,2013-06-20,5:00 p.m.,2013-06-20,6:00 p.m.,"David Gehring, Kevin Davis","**Moderated by Kevin Davis
According to Google's Dave Gehring, the person now responsible at Google for engaging the news media and having them leverage the full-suite of Google products, ""the economics for news is increasingly looking stronger."" INN's Kevin Davis will have a one-on-one conversation with Dave and explore why and what Google is doing to help. Q&A to follow.
",Salon K,http://ire.org/events-and-training/event/21/944/
,Opening Night Reception (Sponsored by Esri),2013-06-20,6:00 p.m.,2013-06-20,7:30 p.m.,TBA,"Kick off the conference with a welcome reception on Thursday night beginning at 6 p.m. Meet up with friends you have not seen since last year and welcome new attendees. Enjoy the music of the Texas State University Mariachis during the reception.
",Salon E,http://ire.org/events-and-training/event/21/949/
,IRE Conference Registration (Friday),2013-06-21,7:30 a.m.,2013-06-21,6:00 p.m.,TBA,"Registration will be located on the 3rd floor of the San Antonio Marriott Rivercenter.
",3rd Floor - Registration Desk,http://ire.org/events-and-training/event/21/954/
,IRE Sales Table (Friday),2013-06-21,7:30 a.m.,2013-06-21,6:00 p.m.,TBA,"Stop by the IRE sales table and take a look at our merchandise. We will be selling books, including the newest title in the IRE beat book series. The large selection of titles we carry will certainly include your interests. All proceeds from your purchase help support IRE and its mission.
",3rd Floor,http://ire.org/events-and-training/event/21/958/
,"Use FOIA Machine to prepare, send and track your public records requests (Sponsored by John S. and James L. Knight Foundation)",2013-06-21,8:30 a.m.,2013-06-21,9:30 a.m.,"Coulter Jones, Djordje Padejski","FOIA Machine aids journalists and citizens in accessing important government documents around the world that are covered by freedom of information laws. Speakers will demonstrate how journalists can use the platform in regular work and make the FOIA process more successful and organized.
FOIA Machine is a new open source Web platform for preparing and managing FOI requests at all government levels. It helps users navigate FOI laws by automating submissions, creating requests in the proper format, making documents publicly available on the Web, and using the Web to rally support when governments are unresponsive.
",CR 12,http://ire.org/events-and-training/event/21/868/
,Bad medicine: Healthcare investigations (Sponsored by The Amarillo Independent),2013-06-21,8:30 a.m.,2013-06-21,9:30 a.m.,"Rhiannon Meyers, Joseph Neff, Alison Young, Christina Jewett","**Moderated by Alison Young
We're taught to follow the money. But health care is so much more complicated than that. In this session you'll get a nuts and bolts explainer about health care finance including profitable non-profit hospitals; huge markups on drugs and services; and the use of collection agencies and lawsuits to hound patients. You'll learn how understanding incentives is a crucial step to power-packed health care investigations, and finally, you'll come away with tips on data, documents and how to approach the people at the heart of these stories.
",Salon D,http://ire.org/events-and-training/event/21/831/
spreadsheets,Excel 1,2013-06-21,8:30 a.m.,2013-06-21,9:30 a.m.,Jill Riepenhoff,"Introduction to data analysis with Excel, a simple but powerful spreadsheet application. In this session you'll learn some of the basic go-to calculations and you'll master sorting to help find stories and questions in data.
",CR 10,http://ire.org/events-and-training/event/21/875/
,Investigating incentives,2013-06-21,8:30 a.m.,2013-06-21,9:30 a.m.,"David Cay Johnston, Greg LeRoy","With high unemployment making politicians anxious and deals that could create jobs still depressed, the subsidy-fueled economic war among the states is on steroids. This session will thumbnail a few recent exemplary investigations involving data on economic development incentives, campaign cash, and interstate job flight (real and threatened).
",Salon K,http://ire.org/events-and-training/event/21/940/
,Broadcast: Ask the lawyers,2013-06-21,8:30 a.m.,2013-06-21,9:30 a.m.,"Amanda Leith, Lee Williams, Andrew Siegel, Kathleen Johnston","**Moderated by Kathleen Johnston
The legal minefield for investigative reporting is ever-changing. Bring your questions and scenarios to some of the best in the business who work full time on First Amendment, access and Freedom of Information issues every day. These attorneys do a lot more than play defense -- parrying libel/defamation challenges and threats of legal action. They play offense -- helping reporters ferret out the truth and get on the air.
",Salon J,http://ire.org/events-and-training/event/21/847/
,Mapping 1: Displaying data geographically with ArcGIS,2013-06-21,8:30 a.m.,2013-06-21,9:30 a.m.,David Herzog,"In this introductory class attendees will learn how to display data geographically with ArcGIS.
",CR 11,http://ire.org/events-and-training/event/21/880/
