Topic,Subject,Start Date,Start Time,End Date,End Time,Speaker(s),Description,Location,URL
,Show & Tell *Thursday - #2 (Sponsored by Napoli Management Group),2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,TBA,"**Moderated by Susana Schuler, Raycom Media
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday. Check back on Wednesday, June 15 for sign-up details.
",Galerie 2,http://ire.org/events-and-training/event/2199/2714/
,Tracking down investigative threads,2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Scott Bronstein, Charles Lewis, Alison Young",,Galerie 4-5,http://ire.org/events-and-training/event/2199/2563/
,Deep dives: Issues you can explore in your community,2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Katherine Sayre, Jessica Terrell, Todd Wallack, Jaimi Dowdell","**Moderated by Jaimi Dowdell, IRE/NICAR
",Salon F-H,http://ire.org/events-and-training/event/2199/2561/
,Broadcast: When things change dramatically,2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Jodie Fleischer, Chris Nakamoto, Rick Yarborough",,Galerie 3,http://ire.org/events-and-training/event/2199/2566/
,Working with African newsrooms: From collaboration to coding (Sponsored by International Center for Journalists),2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Amanda Strydom, David Lemayian",,Salon E,http://ire.org/events-and-training/event/2199/2556/
,Data viz storytelling,2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Dianne Finch, Ed Lowther, Shane Shifflett, Cheryl Phillips","**Moderated by Cheryl Phillips, Stanford University
",Studio 9-10,http://ire.org/events-and-training/event/2199/2545/
spreadsheets,Excel 1: Getting started with spreadsheets,2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,Patti DiVincenzo,"In this introduction to spreadsheets you'll begin analyzing data with Excel, a simple but powerful tool. You'll learn how to enter data, sort it, filter it and conduct simple calculations like sum, average and median.
Prerequisites: None.
",Salon B,http://ire.org/events-and-training/event/2199/2640/
,Watchdogging sports,2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Paula Lavigne, Noah Pransky, Brad Wolverton",,Salon D,http://ire.org/events-and-training/event/2199/2550/
,Tools and tips for the reporting process (Sponsored by Knight Foundation),2016-06-16,10:15 a.m.,2016-06-16,11:15 a.m.,"Daniel Connolly, Lauren Grandestaff, Jesse Patel",,Galerie 1,http://ire.org/events-and-training/event/2199/2728/
tableau,Advanced design and interaction in Tableau Public (Hosted by Tableau) *pre-registered attendees only,2016-06-16,11:00 a.m.,2016-06-16,12:30 p.m.,TBA,"Analyzing data and coming up interactive visualizations is easy in Tableau but sometimes getting everything looking polished isn't. In this session you will learn how to break away from the default formatting in Tableau Public to create interactive data graphics that match your style guides and engage your readers. We will teach you how to:
•change colors, shapes, borders, fonts, and other basic formatting•incorporate images, logos, and other graphic elements•take advantage of advanced interaction techniques to incorporate multimedia•utilize design and layout best practices to make sure that your visualization looks polished and professional
Tableau Public is a free tool for journalists. Some familiarity with the product is recommended; a beginner session earlier in the day should prepare you enough for this session. Laptops will be provided. This is a free training, however you must be registered for the IRE Conference to attend this class. Limited seats are available. There may be a few seats available on-site.
Register for this class
",Salon C,http://ire.org/events-and-training/event/2199/2697/
,Show & Tell *Thursday - #3 (Sponsored by Napoli Management Group),2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,Patti Dennis,"**Moderated by Patti Dennis, TEGNA, Inc.
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday. Check back on Wednesday, June 15 for sign-up details.
",Galerie 2,http://ire.org/events-and-training/event/2199/2715/
,Courts/public defenders (Sponsored by Criminal Justice Journalists),2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"John Simerman, Kendall Taggart, Ted Gest, Judge Arthur L. Hunter, Jr."," **Moderated by Ted Gest, Criminal Justice Journalists
",Studio 9-10,http://ire.org/events-and-training/event/2199/2546/
spreadsheets,Excel 2: Functions and pivot tables,2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,Crina Boros,"In this class you'll learn how to use formulas to analyze data with the eye of a journalist using calculations like change, percent change and rates. It will also focus on the power of pivot tables for analysis in minutes rather than hours.
Prerequisites: This class will be most helpful if you've taken Excel 1 or have worked with a spreadsheet in the past.
",Salon B,http://ire.org/events-and-training/event/2199/2641/
,Government data to drive your stories (Sponsored by Knight Foundation),2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"Troy Thibodeaux, Tyson Weister",,Galerie 1,http://ire.org/events-and-training/event/2199/2690/
,The art of cultivating and protecting whistleblowers,2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"Michael Hudson, Marta Jewson, Angie Moreschi, Josh Meyer","**Moderated by Josh Meyer, NBC News
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2564/
,Educators: Doing investigations with students,2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"Len Downie, Jr, Deborah Nelson, Neil Reisner, Mark Horvit","**Moderated by Mark Horvit, IRE/NICAR
",Salon D,http://ire.org/events-and-training/event/2199/2657/
,From lone wolf to team player: The evolution of the investigative reporter,2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"Walt Bogdanich, Jennifer LaFleur, James B. Steele, Roy Harris","**Moderated by Roy Harris, independent journalist
",Salon E,http://ire.org/events-and-training/event/2199/2557/
,Uncovering stories on the health beat,2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,TBA,,Galerie 3,http://ire.org/events-and-training/event/2199/2673/
,Following the money (Sponsored by Bloomberg),2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,"Rob Barry, Mark Lagerkvist, Michael Sallah, Duane Pohlman","**Moderated by Duane Pohlman, WCMH/NBC4 Columbus
",Salon F-H,http://ire.org/events-and-training/event/2199/2607/
tableau,Finding and telling data stories with Tableau Public (Hosted by Tableau) *pre-registered attendees only,2016-06-16,1:30 p.m.,2016-06-16,3:00 p.m.,TBA,"Got a dataset and an impending deadline to write a story on it? Find the scoop and convey it with beautiful, interactive visualizations in a serial narrative using Tableau Public. It's a fast, easy to use, and free tool for journalists. Visualizations will publish using any CMS and no programming is required. 
We'll teach you how to:
•Connect to Excel files and other file types•Rapidly explore and analyze datasets with ease•Make eye-catching visualizations to share your findings•Add interactivity and arrange them in a serial narrative to engage and sustain your audience's attention
No previous experience with Tableau is necessary to attend. Laptops will be provided. This is a free training, however you must be registered for the IRE Conference to attend this class. Limited seats are available. There may be a few seats available on-site.
Register for this class
",Salon C,http://ire.org/events-and-training/event/2199/2698/
,"Investigating realities: Approaches to  reporting, production, and development with VR",2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,"Trey Bundy, Lakshmi Sarah, Robert Hernandez","**Moderated by Robert Hernandez, University of Southern California - Annenberg
",Salon F-H,http://ire.org/events-and-training/event/2199/2727/
,Broadcast deep dives 1 (Sponsored by Napoli Management Group),2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,"Andy Pierrotti, Steve Eckert, A. J. Lagoe, Scott Friedman, Eva Parks",,Galerie 2,http://ire.org/events-and-training/event/2199/2575/
,Investigating supply chains (Sponsored by Knight Foundation),2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,"Peter Klein, Richard Marosi, Martha Mendoza",,Galerie 1,http://ire.org/events-and-training/event/2199/2689/
,The fight for (information) freedom (Sponsored by The Press Club of New Orleans),2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,"Karen Gadbois, Robert McClendon, Katie Moore, Lee Zurik, Scott Sternberg","An examination of how to survive and thrive in the age of the Freedom of Information Act and other access laws. A panel of award-winning journalists and experts will discuss best practices, tips and strategies that have helped in navigating FOIA, and the challenges and barriers while working to access and collect data, records and other information made available to the public under the law.
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2565/
,Educators: Lightning talks,2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,Brant Houston,"**Moderated by Brant Houston, University of Illinois
",Studio 9-10,http://ire.org/events-and-training/event/2199/2547/
,Investigating inequality,2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,"Nikole Hannah-Jones, Susan Richardson",,Salon D,http://ire.org/events-and-training/event/2199/2552/
,50 apps in 30 minutes (+ 30 minutes of other cool stuff),2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,David Ho,,Salon E,http://ire.org/events-and-training/event/2199/2558/
,Broadcast showcase: The changing network landscape,2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,"Rhonda Schwartz, Len Tepper, Scott Zamost, Lea Thompson","**Moderated by Lea Thompson, former NBC News
",Galerie 3,http://ire.org/events-and-training/event/2199/2568/
spreadsheets,Getting data into Excel,2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,Rui Kaneya,"Don't let hard-to-use data ruin your day. Learn how to import a variety of formats (such as text files, HTML tables, PDFs) into Excel.
Prerequisites: None.
",Salon B,http://ire.org/events-and-training/event/2199/2642/
tableau,Designing Tableau visualizations for mobile (Hosted by Tableau) *pre-registered attendees only,2016-06-16,3:30 p.m.,2016-06-16,5:00 p.m.,TBA,"Are mobile readers of your news site becoming more and more common? If your news organization is like others we've worked with, the percent of readers using phones and tablets to read your content is well over half of the overall number, and growing fast. Creating data visualizations for these small form-factors is very challenging. Learn how to use Tableau to create sheets and dashboards that work great, even on phones and tablets. 
•Design considerations, including layout and formatting•Dashboard sizing for a range of screen widths•Interactivity – filtering and tooltips•Options to embed visualizations to respond to reader device
Some experience with Tableau Public is recommended. Taking one of the earlier Tableau sessions should suffice. Laptops will be provided. This is a free training, however you must be registered for the IRE Conference to attend this class. Limited seats are available. There may be a few seats available on-site.
Register for this class
",Salon C,http://ire.org/events-and-training/event/2199/2699/
,Show & Tell *Thursday - #4 (Sponsored by Napoli Management Group),2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,Keith Esparros,"**Moderated by Keith Esparros, CBS - WWL/New Orleans
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday. Check back on Wednesday, June 15 for sign-up details.
",Galerie 2,http://ire.org/events-and-training/event/2199/2716/
,5 hacks to get started in data or tech (Sponsored by Knight Foundation),2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,Samantha Sunne,"Everyone needs to know data these days. You're definitely gonna get right on it… as soon you've finished this story, and covered the city council meeting, and learned to write Python - whatever that is. Or, you could put off Python a while longer, and use these five hacks to work data in the reporting you're already doing.
",Galerie 1,http://ire.org/events-and-training/event/2199/2573/
statistics,Crime statistics (Sponsored by Criminal Justice Journalists),2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,"Daniel Lathrop, Ben Poston, Jodi Upton, Ted Gest","**Moderated by Ted Gest, Criminal Justice Journalists
",Studio 9-10,http://ire.org/events-and-training/event/2199/2548/
,Broadcast: Investigating your local school system,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,"Eric Flack, Kelly Hinchcliffe, Jenna Susko",,Galerie 3,http://ire.org/events-and-training/event/2199/2569/
,Campus coverage: The cost of going to college,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,"Jon Marcus, Jill Riepenhoff, Gordon Russell",,Galerie 4-5,http://ire.org/events-and-training/event/2199/2681/
,Outlook potentially negative: When PIOs fight back,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,"Jack Gillum, John Kelly, Michael Morisy, Maud Beelman","**Moderated by Maud Beelman, The Associated Press
",Salon D,http://ire.org/events-and-training/event/2199/2553/
spreadsheets,Cleaning data with OpenRefine,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,"Robert Gebeloff, Nils Mulvad","OpenRefine is a good tool to clean really dirty data -- the kind of data in which the same name might be spelled in 30 different ways. It has built-in cleaning tools for analysts and journalists.
This session will be most useful if: You have some experience working with data in columns and rows, in spreadsheets or database managers.
",Salon B,http://ire.org/events-and-training/event/2199/2653/
,Management: Just say no (or yes) - Vetting story ideas,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,"Flynn McRoberts, Amy Pyle, Jennifer Forsyth",,Salon F-H,http://ire.org/events-and-training/event/2199/2676/
,Policing (Sponsored by Criminal Justice Journalists),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,"Kimberly Kindy, Brad Schrade, Ronal Serpas, Ted Gest","**Moderated by Ted Gest, Criminal Justice Journalists
",Salon D,http://ire.org/events-and-training/event/2199/2554/
,Campaign 2016: Backgrounding candidates and measuring effectiveness (Sponsored by Rockefeller Brothers Fund),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,"Steve Eder, James Grimaldi, Jonathan Salant, Kathy Kiely","**Moderated by Kathy Kiely, BillMoyers.com
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2682/
,Unleash the data: Tools and tricks for taming PDFs,2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,"Nils Mulvad, Jaimi Dowdell","This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. Participants will be introduced to basic concepts and walked-through tackling common challenges encountered with tricky PDF documents.
This class is best for: People who are unfamiliar with the PDF to text tools or would like to learn how optical character recognition (OCR) tools can be used for extracting difficult text from images embedded in PDF documents.
",Salon B,http://ire.org/events-and-training/event/2199/2644/
,Investigating in the wake of disaster (Sponsored by Dart Center for Journalism & Trauma),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,TBA,,Galerie 3,http://ire.org/events-and-training/event/2199/2677/
,Failures of enforcement,2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,"Howard Berkes, David Heath, Ziva Branstetter, Jeremy Schwartz","**Moderated by Ziva Branstetter, The Frontier
",Salon E,http://ire.org/events-and-training/event/2199/2701/
,Show & Tell *Thursday - #5 (Sponsored by Napoli Management Group),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,Patricia DiCarlo,"**Moderated by Patricia DiCarlo, CNN.
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday. Check back on Wednesday, June 15 for sign-up details.
",Galerie 2,http://ire.org/events-and-training/event/2199/2717/
,Automate and turbocharge your social media (Sponsored by Knight Foundation),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,Doug Haddix,"Learn how to create recipes with the free If This, Then That (IFTTT) service to track hashtags or key phrases on social channels and download results automatically. Connect your channels on Twitter, Facebook, LinkedIn and Instagram in creative ways to cross-post material. Monitor tweets from a specific place (e.g. the statehouse) and download them automatically to a spreadsheet. Scoop up all Instagram photos with a particular hashtag into a folder on your DropBox or Google Drive. And much, more more. No programming skills needed.
",Galerie 1,http://ire.org/events-and-training/event/2199/2574/
,Humanizing numbers,2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,"Andrew Lehren, Kendall Taggart, Mc Nelly Torres",,Salon F-H,http://ire.org/events-and-training/event/2199/2562/
,The business of freelancing: Securing grants (Sponsored by the Fund for Investigative Journalism and FIRE),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,"Esther Kaplan, Stephen Sapienza, Jane Sasseen, Laird Townsend, Brant Houston, Ricardo Sandoval-Palos"," **Moderated by Brant Houston, University of Illinois
",Studio 9-10,http://ire.org/events-and-training/event/2199/2549/
,Campaign 2016: Following the (dark) money (Sponsored by Rockefeller Brothers Fund),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,"Russ Choma, Robert Maguire, Fredreka Schouten, Michael Beckel","**Moderated by Michael Beckel, The Center for Public Integrity
",Galerie 4-5,http://ire.org/events-and-training/event/2199/2602/
,The business of freelancing: Running a business (Sponsored by the Fund for Investigative Journalism and FIRE),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,"Katia Bachko, Carlos Dada, Katie Townsend, Lee van der Voo, Laird Townsend","**Moderated by Laird Townsend, Project Word
",Studio 9-10,http://ire.org/events-and-training/event/2199/2656/
,Robots that report: How fact-checkers worldwide are experimenting with automation,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,"Bill Adair, Alexios Mantzarlis","With small staffs and an ocean of false claims to verify, fact-checkers in France, the U.K., the U.S. and elsewhere are experimenting with automation in different stages of the fact-checking process. Tools have been built to find check-worthy claims, track false claims in the news and social media, automatically annotate false claims and pair them with fact checks published elsewhere. How far are we from a ""holy grail"" of entirely automated fact-checking? What can we do in the meantime? And how can developments in this field help investigative reporters in their work?
",Salon E,http://ire.org/events-and-training/event/2199/2594/
,Digging into data for stories: A crash course **pre-registered attendees only,2016-06-17,9:00 a.m.,2016-06-17,6:15 p.m.,TBA,"Even if you've never touched a spreadsheet, you will walk away from this day-long workshop able to use Excel for your next investigation. You'll come away with plenty of story ideas and also learn about publicly available databases that you can download and analyze to produce great local stories.
In this workshop, led by experienced IRE and NICAR trainers, we'll explore how to use Excel, a fairly simple but powerful spreadsheet application, to begin analyzing data for stories. We'll start from the beginning with basic formulas and work our way up to summarizing information using PivotTables and more. How do you think about data analysis as a journalist? How do you find the story within the columns and rows? Depending on the experience level of the group we may discuss advanced functions in Excel including data cleaning and more. 
We'll walk through a number of searchable databases currently available online and show you how you can download information into a spreadsheet so you can start analyzing data as soon as you leave the workshop.
No previous experience is required for this workshop. Preregistration is required and seating is limited. Computers will be provided for the training. **Attendees must be registered for the conference to attend this workshop.
NOTE: Registration is required for this session. Click here to sign up.
",See printed schedule for room information,http://ire.org/events-and-training/event/2199/2541/
,Social media on the map,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,Doug Haddix,"Social media + location = precision reporting. Filter the firehose of social media posts by location to focus like a laser on your city or region. Discover the latest apps, tools and tactics to pinpoint experts, witnesses, story angles, photos, videos and other material in a particular city or even near a specific address. Empowered with these tools, you will stay several steps ahead of your competitors, especially during breaking news.
",Salon F-H,http://ire.org/events-and-training/event/2199/2598/
,Ethnic media track impact of hate speech in 2016 election (Sponsored by Ford Foundation and New America Media),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,TBA,"Hate speech and demonizing specific groups by public figures has become standard political discourse in the 2016 election campaign. Ethnic news organizations, serving several target populations, report on what they are doing to monitor the fallout in their communities and what they're finding: Increased levels of intimidation and self-censorship, reports of micro-aggression, verbal and physical violence and strategies to fight back.
",Galerie 6,http://ire.org/events-and-training/event/2199/2704/
,Broadcast: Visuals - Making the story sing,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,"Felipe Escamilla, Anna Hewson, Peter Hull, Evan Stulberger",,Galerie 3,http://ire.org/events-and-training/event/2199/2580/
,All about the analysis,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,"Rob Barry, Crina Boros, Steven Rich, Chrys Wu","**Moderated by Chrys Wu, The New York Times
",Salon D,http://ire.org/events-and-training/event/2199/2692/
,Under pressure: Real life in real time with breaking news,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,Stephen Stock,"Come experience the real heart pounding excitement of a breaking news simulation where your investigative reporting and computer assisted reporting skills will be put through the ringer and to the test as teams compete to see who can break real, enterprise news in a minute by minute breaking news scenario. Sharpen your skills or learn new techniques to take back to your newsroom to help your team win the day the next time a big breaking news story happens in your backyard.See how good your skills really are. This class will teach you skills you can also use for everyday general assignment reporting/stories to take your career to the next level (not just breaking news.)
Prerequisites: None. This class can be useful to anyone from novice beginners to experienced internet jockeys.
",Salon C,http://ire.org/events-and-training/event/2199/2643/
,Show & Tell *Friday - #1 (Sponsored by Napoli Management Group),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,Ramon Escobar,"**Moderated by Ramon Escobar, CNN
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday. Check back on Thursday, June 16 for sign-up details.
",Galerie 2,http://ire.org/events-and-training/event/2199/2718/
,Finding the story: A data tour (Sponsored by Knight Foundation),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,"Mark Nichols, Christopher Schnaars, Russ Ptacek, Katy Stech, Jaimi Dowdell","**Moderated by Jaimi Dowdell, IRE/NICAR
",Galerie 1,http://ire.org/events-and-training/event/2199/2585/
spreadsheets,Excel 1: Getting started with spreadsheets (repeat session),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,Jamie Grey,"In this introduction to spreadsheets you'll begin analyzing data with Excel, a simple but powerful tool. You'll learn how to enter data, sort it, filter it and conduct simple calculations like sum, average and median.
Prerequisites: None.
",Salon A,http://ire.org/events-and-training/event/2199/2631/
,Broadcast: What keeps your lawyer awake at night?,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Chris Moeser, Laura Lee Prather, Mary Ellen Roy, Kevin Keeshan","**Moderated by Kevin Keeshan, NBC Owned Television Stations
",Galerie 3,http://ire.org/events-and-training/event/2199/2581/
,After Ferguson: What's next for reporting on policing in America?,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Oliver Laughland, Wesley Lowery, Errin Haines Whack, DeRay Mckesson,",,Salon D,http://ire.org/events-and-training/event/2199/2596/
,Show & Tell *Friday - #2 (Sponsored by Napoli Management Group),2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,Ramon Escobar,"**Moderated by Ramon Escobar, CNN
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday. Check back on Thursday, June 16 for sign-up details.
",Galerie 2,http://ire.org/events-and-training/event/2199/2719/
,Rising waters: Investigating the impact of storms and the shrinking coast,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,"Deborah Nelson, Neena Satija, Mark Schleifstein, Steve Beatty","**Moderated by Steve Beatty, The Lens
",Galerie 6,http://ire.org/events-and-training/event/2199/2688/
