Topic,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
,Year in CAR,2017-03-02,9:00 a.m.,2017-03-02,10:00 a.m.,False,"**Speakers are IRE/NICAR Staff
",River Terrace 3,False
python,PyCAR (beginner) *pre-registered attendees only,2017-03-02,9:00 a.m.,2017-03-02,12:30 p.m.,False,"Heather Billings, Adriana Homolova, Tom Meagher, Roberto Rocha, Eric Sagara - â¨This hands-on workshop will teach journalists basic programming concepts using the Python language. The daylong class will introduce language basics and useful libraries in the course of a typical reporting project: scraping data from the web, inserting it in a database and analyzing the results.â¨â¨
Although the class is geared toward beginners, we'll assume that you're comfortable with databases and SQL and that you've hopefully seen a command line since the days of DOS. Preregistration is required and seating is limited. Laptops will be provided for the training.â¨â¨
Workshop prerequisites: Attendees should have familiarity with the command line and are comfortable with databases and SQL.
Workshop times are Thursday 9 a.m. - 12:30 p.m. continuing Friday morning from 9 a.m. - 12:30 p.m. (Note: Registration for this session reserves your seat for both days of this workshop.  Attendees are expected to attend both session to complete this workshop).
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2702/2878/",City Terrace 7,False
maps,Map camp: QGIS (intermediate) *pre-registered attendees only,2017-03-02,9:00 a.m.,2017-03-02,5:45 p.m.,False,"Jennifer LaFleur, David Herzog - Learn how to uncover interesting news stories by mapping data with geographic information system (GIS) software during our intensive mini-boot camp.
IRE and NICAR trainers conduct this hands-on training using the latest version of QGIS, open source-software that runs on all platforms. We will look at noteworthy stories that have used mapping and show you how to uncover stories using census and other data. You'll learn how to display data geographically; import and query data; geocode to merge databases with addresses into maps. In addition, we'll provide you with our boot camp materials to help keep you on track long after you leave the conference. 
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: Participants should have basic knowledge in using relational database programs such as Microsoft Access, MySQL or SQLite.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2702/2883/",City Terrace 5,False
statistics,Basic stats in R (advanced),2017-03-02,10:15 a.m.,2017-03-02,11:15 a.m.,False,,City Terrace 10,False
,Conversations 2 (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-02,10:15 a.m.,2017-03-02,11:15 a.m.,False,,City Terrace 12,False
,Big data in small organizations: How we created data-driven projects and stories at a startup,2017-03-02,10:15 a.m.,2017-03-02,11:15 a.m.,False,,River Terrace 1,False
,Good things come to those who weight: Conduct more reliable surveys using Veracio,2017-03-02,10:15 a.m.,2017-03-02,11:15 a.m.,False,"Heather Krause, Neal Rothleder -  | URL: http://ire.org/events-and-training/event/2702/2901/",River Terrace 2,False
spreadsheets,Useful Excel functions for journalists,2017-03-02,10:15 a.m.,2017-03-02,11:15 a.m.,False,,City Terrace 11,False
,Stories waiting to be told with housing data,2017-03-02,11:30 a.m.,2017-03-02,12:30 p.m.,False,"Tim Henderson, Skylar Olsen -  | URL: http://ire.org/events-and-training/event/2702/2902/",River Terrace 3,False
,Conversations 3 (Sponsored by (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-02,11:30 a.m.,2017-03-02,12:30 p.m.,False,,City Terrace 12,False
,The election data you should be paying attention to,2017-03-02,11:30 a.m.,2017-03-02,12:30 p.m.,False,,River Terrace 1,False
statistics,Advanced stats in R: Linear and logistic regression (advanced),2017-03-02,11:30 a.m.,2017-03-02,12:30 p.m.,False,,City Terrace 10,False
,Structuring your data the right way the first time,2017-03-02,11:30 a.m.,2017-03-02,12:30 p.m.,False,,River Terrace 2,False
,Lunch on your own (Thursday),2017-03-02,12:30 p.m.,2017-03-02,2:15 p.m.,False,,See printed schedule for room information,False
,Conversations 4 (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-02,12:45 p.m.,2017-03-02,1:45 p.m.,False,,City Terrace 12,False
python,Intro to Python 1,2017-03-02,2:15 p.m.,2017-03-02,3:15 p.m.,False,,City Terrace 10,False
,Meet the Computational Journalism Workbench,2017-03-02,2:15 p.m.,2017-03-02,3:15 p.m.,False,,City Terrace 12,False
,Extracting data from PDFs,2017-03-02,2:15 p.m.,2017-03-02,3:15 p.m.,False,,City Terrace 9,False
spreadsheets,Excel 1,2017-03-02,2:15 p.m.,2017-03-02,3:15 p.m.,False,,City Terrace 11,False
,The agile data analyst: Applying practices from agile software methodologies to data reporting,2017-03-02,3:30 p.m.,2017-03-02,4:30 p.m.,False,,Conference Center A,False
,Visualizing data with SandDance,2017-03-02,3:30 p.m.,2017-03-02,4:30 p.m.,False,,River Terrace 2,False
python,Intro to Python 2,2017-03-02,3:30 p.m.,2017-03-02,4:30 p.m.,False,,City Terrace 10,False
spreadsheets,Excel 2,2017-03-02,3:30 p.m.,2017-03-02,4:30 p.m.,False,,City Terrace 11,False
,How to make data approachable for younger audiences,2017-03-02,4:45 p.m.,2017-03-02,5:45 p.m.,False,"Rachel Schallom, Ani Ucar -  | URL: http://ire.org/events-and-training/event/2702/2906/",Conference Center A,False
python,Intro to Python 3,2017-03-02,4:45 p.m.,2017-03-02,5:45 p.m.,False,Alex Richards -  | URL: http://ire.org/events-and-training/event/2702/2940/,City Terrace 10,False
spreadsheets,Excel 3 (Pivots),2017-03-02,4:45 p.m.,2017-03-02,5:45 p.m.,False,Kimbriell Kelly -  | URL: http://ire.org/events-and-training/event/2702/2941/,City Terrace 11,False
,Welcome reception,2017-03-02,6:00 p.m.,2017-03-02,7:00 p.m.,False,"Kick off the conference with a welcome reception on Thursday night beginning at 6 p.m. Meet up with friends you have not seen since last year and welcome new attendees. Each attendee will receive one drink ticket for beer, wine, soda or bottled water.
",River Terrace 1,False
,Conference registration (Friday),2017-03-03,8:00 a.m.,2017-03-03,5:00 p.m.,False,"Registration will be located on the 3rd floor Skybridge of the Hyatt Regency Jacksonville Riverfront. 
",3rd floor - Skybridge,False
,Conference sales (Friday),2017-03-03,8:00 a.m.,2017-03-03,5:00 p.m.,False,,3rd floor - Skybridge,False
python,First Python Notebook: Rapid data analysis in the newsroom (beginner/intermediate) *pre-registered attendees only,2017-03-03,9:00 a.m.,2017-03-03,4:30 p.m.,False,"James Gordon, Cheryl Phillips, Ben Welsh - â¨Ben Welsh, James Gordon and Cheryl Phillips teach you how to conduct and publish a data analysis with the Python programming language, its pandas toolkit and a Jupyter Notebook.â¨â¨
The 6-hour, hands-on tutorial will guide you through an investigation of money in politics using data from the California Civic Data Coalition. You will learn just enough Python to do damage with the powerful pandas data analysis library, the most popular open-source library for working with large data files. You will also learn how to record, remix and republish your analysis using the Jupyter Notebook, a browser-based tool for writing code that is emerging as the standard for sharing reproducible research in the sciences. And most importantly, you will see how tools can increase the speed and veracity of your journalism.â¨â¨
Preregistration is required and seating is limited. Laptops will be provided for the training.â¨â¨
Workshop prerequisites: If you've tried Python once or twice, have good attitude and know how to take a few code crashes in stride, you are qualified for this class.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2702/2879/",City Terrace 6,False
"databases, spreadsheets","When Excel is not enough, you SQL",2017-03-03,9:00 a.m.,2017-03-03,12:30 p.m.,False,Crina Boros -  | URL: http://ire.org/events-and-training/event/2702/2991/,City Terrace 11,False
,Conversations 5 (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-03,9:00 a.m.,2017-03-03,10:00 a.m.,False,,City Terrace 12,False
,Intro to R: Stepping up your analysis game (beginner),2017-03-03,9:00 a.m.,2017-03-03,10:00 a.m.,False,,City Terrace 10,False
,How to find stories in data: Data exploration and storytelling,2017-03-03,9:00 a.m.,2017-03-03,10:00 a.m.,False,Heather Krause -  | URL: http://ire.org/events-and-training/event/2702/2942/,City Terrace 9,False
,The lone trainer: Ideas for boosting data literacy in your newsroom,2017-03-03,9:00 a.m.,2017-03-03,10:00 a.m.,False,,Conference Center B,False
spreadsheets,Excel Magic (beginner/intermediate) *pre-registered attendees only,2017-03-03,9:00 a.m.,2017-03-03,12:30 p.m.,False,"MaryJo Webster - If you've found yourself struggling in a spreadsheet, thinking that whatever you were trying to achieve seemed harder than it should've been, then this is the class for you. You'll learn how to do things with spreadsheets that you never thought possible, such as joining tables and re-arranging badly structured data. You'll learn about the never-ending and amazing power of logical functions, as well as a whole bunch of other functions you probably didn't know about (but should). You'll also learn some handy tools for dealing with dates, times and strings of text that aren't quite the way you'd like them. Plus we'll throw in some other tricks that just make working in spreadsheets a bit easier and more efficient. 
Preregistration is required and seating is limited. Laptops will be provided for the training. 
Workshop prerequisites: You should have prior experience using Excel or Google Sheets, and be comfortable with introductory-level spreadsheet skills, such as sorting, filtering, SUM and AVERAGE functions, calculations such as percentage change or percent of total, and how to use Pivot Tables.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2702/2881/",City Terrace 5,False
,Automating web searches,2017-03-03,9:30 a.m.,2017-03-03,10:00 a.m.,False,,River Terrace 2,False
,Conversations 6 (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,,City Terrace 12,False
,Data analysis in R (beginner),2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,,City Terrace 10,False
,Show me the money: Finding compensation gold in proxy statements,2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,,City Terrace 8,False
,Designing database applications for community engagement (Hosted by Caspio),2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,"Jennifer Christos - Investigative journalists have great ideas, and many are seeking fast, innovative solutions that allow them to publish interactive data applications by deadline. Caspio has the tools to allow you to do this, without the help of a staff developer.
With a little bit of training, you can learn how to develop your own data-driven apps, interactives, consumer investigative sites, and community engagement tools using Caspio.
This demo will showcase real-world examples and techniques for building revenue-generating database applications. Creative, community engagement has never been easier.
Note: Pre-registration is not required.
 | URL: http://ire.org/events-and-training/event/2702/2944/",City Terrace 4,False
,Gifs for data viz,2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,Lena Groeger -  | URL: http://ire.org/events-and-training/event/2702/2910/,River Terrace 2,False
,Common foundations for newsroom tools,2017-03-03,10:15 a.m.,2017-03-03,11:15 a.m.,False,,River Terrace 1,False
python,GIS with Python: 6 libraries to know,2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,,River Terrace 2,False
,Conversations 7 (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,,City Terrace 12,False
,Jobs and career straight-talk: For (and by) young'uns only,2017-03-03,11:30 a.m.,2017-03-03,1:30 p.m.,False,"Madi Alexander, Rachel Schallom -  | URL: http://ire.org/events-and-training/event/2702/2911/",River Terrace 1,False
,Gathering and cleaning data with R (intermediate),2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,,City Terrace 10,False
python,Data wrangling with Python,2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,,City Terrace 9,False
python,Visualization and analysis in Python,2017-03-03,11:30 a.m.,2017-03-03,12:30 p.m.,False,,City Terrace 4,False
,Lunch on your own (Friday),2017-03-03,12:30 p.m.,2017-03-03,2:15 p.m.,False,,See printed schedule for room information,False
,Conversations 8 (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-03,12:45 p.m.,2017-03-03,1:45 p.m.,False,,City Terrace 12,False
,Watch the web for news tips with Klaxon,2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,Tom Meagher -  | URL: http://ire.org/events-and-training/event/2702/2982/,City Terrace 12,False
,What's the impact?,2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,,Conference Center B,False
,The art and science of the data story comment request,2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,,River Terrace 1,False
,Digging into data for stories: A crash course (beginner) *pre-registered attendees only,2017-03-03,2:15 p.m.,2017-03-03,12:30 p.m.,False,"Kickstart your data skills with IRE's original mini-boot camp. This series of hands-on classes will introduce you to spreadsheets and databases with IRE's proven techniques. IRE's experienced trainers will walk you through sorting, calculating and interviewing data. You'll come away with a solid base for using data analysis in your own newsroom. In addition, we'll provide you with our boot camp materials to help keep you on track long after you leave the conference.  
Preregistration is required and seating is limited. Laptops will be provided for the training.â¨
Workshop prerequisites: There are no prerequisites for this workshop and beginners are welcome. This workshop is good for those wanting to get started analyzing data for stories
Workshop times are Friday, March 3, 2:15pm - 4:30pm; Saturday, March 4, 2:15pm - 5:45pm; Sunday, March 5, 9:00am - 12:30pm (Note: Registration for this session reserves your seat for all days of this workshop and attendees are expected to attend all sessions to complete the workshop.)
**Speakers are IRE/NICAR Staff
NOTE: Registration is required for this session. Click here to sign up.
",City Terrace 10/11,False
,Advanced PDF manipulation,2017-03-03,2:15 p.m.,2017-03-03,3:15 p.m.,False,,City Terrace 7,False
,Writing functions and packages in R (intermediate),2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,,City Terrace 5,False
,Bond finance training - EMMA,2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,"Allen Sexton, Leah Szarek -  | URL: http://ire.org/events-and-training/event/2702/2953/",City Terrace 9,False
,Data & abuse of power,2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,,Conference Center B,False
,Data journalism from space,2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,,River Terrace 2,False
,The present and future of bots,2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,,River Terrace 1,False
javascript,Intro to Javascript,2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,Chris Essig -  | URL: http://ire.org/events-and-training/event/2702/2951/,City Terrace 7,False
,Co-op models in data journalism,2017-03-03,3:30 p.m.,2017-03-03,4:30 p.m.,False,,City Terrace 12,False
,Lightning Talks (Sponsored by the Knight Foundation),2017-03-03,4:45 p.m.,2017-03-03,6:00 p.m.,False,"**Moderated by Sisi Wei, ProPublica
Sometimes you don't need 45 minutes to explain a useful technique or interesting resource. Join your colleagues for a session of short (5-minute) talks about doing CAR, Web development or other related topics. 
",Conference Center A&B,False
,Philip Meyer Award Presentation,2017-03-03,6:00 p.m.,2017-03-03,6:15 p.m.,False,"The presentation of the 2016 Philip Meyer Journalism Awards will take place on Friday at the 2017 CAR Conference in Jacksonville. The awards recognize the best uses of social research methods in journalism and are named in honor of Philip Meyer, author of “Precision Journalism” and retired Knight Chair in Journalism and UNC School of Journalism and Mass Communications. 
Three awards are given annually — a first, second and third place — to recognize the best work using techniques that are part of precision journalism, computer-assisted reporting and social science research. The awards are: $500 for first, $300 for second, and $200 for third.
For information on the 2016 Award winners, click here.
",Conference Center A&B,False
,Philip Meyer Award Reception & David Donald Remembrance,2017-03-03,6:15 p.m.,2017-03-03,7:30 p.m.,False,"Join fellow CAR attendees in celebrating the Philip Meyer Award Winners at a reception Friday night with light hor d'oeuvres and a cash bar beginning at 6:15 p.m. in River Terrace 1.
Join us for a brief tribute to former IRE training director and Philip Meyer Award winner David Donald, who died in December.
",River Terrace 1,False
,Conference sales (Saturday),2017-03-04,8:30 a.m.,2017-03-04,6:00 p.m.,False,,3rd floor - Skybridge,False
,Conference registration (Saturday),2017-03-04,8:30 a.m.,2017-03-04,6:00 p.m.,False,"Registration will be located on the 3rd floor Skybridge of the Hyatt Regency Jacksonville Riverfront. 
",3rd floor - Skybridge,False
,Breaking through the Facebook wall: Reporting on Facebook using components of Facebook,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,,Conference Center B,False
python,Build your first news app (intermediate) *pre-registered attendees only,2017-03-04,9:00 a.m.,2017-03-04,5:45 p.m.,False,"Armand Emamdjomeh, Ben Welsh - This mini-boot camp will walk you through the process of building a simple online news application from a dataset. You will get hands-on experience in every stage of the development process, writing Python, HTML and JavaScript using version control tools. You won't stop until you've deployed a working application onto the World Wide Web.
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: If you have a good attitude and know how to take a few code crashes in stride, you are qualified for this class.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2702/2885/",City Terrace 6,False
,Simple ways to create immersive news stories,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,,Conference Center A,False
,Intro to R (intermediate) *pre-registered attendees only,2017-03-04,9:00 a.m.,2017-03-04,12:30 p.m.,False,"â¨Add statistical heft to your reporting by using R, a free, powerful open-source programming language. By the end of this two-hour session, you will be able to take raw data, import it into R, and start your analysis. Topics will include basic data importing, working with directories, reading in data, installing packages, creating simple visualizations, and how to clean, explore and sort your data. We'll also talk about how to find help when you're stuck.
Preregistration is required and seating is limited. Laptops will be provided for the training.â¨ â¨
Workshop prerequisites: This session will be most helpful if you're comfortable working with data and you're ready to take your skills to the next level.â¨
NOTE: Registration is required for this session. Click here to sign up.
",City Terrace 5,False
,Securing data and communications,2017-03-04,9:00 a.m.,2017-03-04,11:15 a.m.,False,Jorge Luis Sierra -  | URL: http://ire.org/events-and-training/event/2702/2917/,River Terrace 1,False
,Conversations 9 (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,,City Terrace 12,False
databases,MySQL 1,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,,City Terrace 11,False
,Finding stories in health care data,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,,City Terrace 10,False
statistics,Stats: An introduction,2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,,City Terrace 9,False
,Extracting data from PDFs (repeat session),2017-03-04,9:00 a.m.,2017-03-04,10:00 a.m.,False,,City Terrace 7,False
statistics,Stats: Linear regression,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,,City Terrace 9,False
maps,QGIS I: Importing and displaying geographic data,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,,City Terrace 4,False
,Social media scraping,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,,City Terrace 7,False
,Exploring environmental data,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,,River Terrace 3,False
,Behind the scenes: Electionland,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,,Conference Center A,False
,Conversations 10 (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,,City Terrace 12,False
databases,MySQL 2,2017-03-04,10:15 a.m.,2017-03-04,11:15 a.m.,False,,City Terrace 11,False
statistics,Stats: Logistic regression,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,,City Terrace 9,False
,Going long on middleform,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,,Conference Center A,False
,Broadcast: Transforming data into knockout visuals,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,,River Terrace 1,False
maps,"QGIS II: Manipulating, editing and analyzing geographic data",2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,,City Terrace 4,False
databases,MySQL 3,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,,City Terrace 11,False
spreadsheets,Carwash: Data cleaning in Excel,2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,,City Terrace 10,False
,Conversations 11 (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-04,11:30 a.m.,2017-03-04,12:30 p.m.,False,,City Terrace 12,False
,Lunch on your own (Saturday),2017-03-04,12:30 p.m.,2017-03-04,2:15 p.m.,False,,See printed schedule for room information,False
,Conversations 12 (Sponsored by SRCCON - Knight Mozilla OpenNews),2017-03-04,12:45 p.m.,2017-03-04,1:45 p.m.,False,,City Terrace 12,False
,Scraping data without coding,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,,City Terrace 9,False
,Data can only dance with its music: Understanding the ecology of public data,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,,Conference Center B,False
,Inaugural hack swap,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,,City Terrace 12,False
,30/60: Thirty of the best free data storytelling tools in sixty mins,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,"Victor Hernandez, Mike Reilley -  | URL: http://ire.org/events-and-training/event/2702/2922/",River Terrace 2,False
,Building your first Leaflet.js map,2017-03-04,2:15 p.m.,2017-03-04,3:15 p.m.,False,Chris Essig -  | URL: http://ire.org/events-and-training/event/2702/2966/,City Terrace 7,False
,Localize that investigation: Using AP data to do your own stories,2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,Troy Thibodeaux -  | URL: http://ire.org/events-and-training/event/2702/2989/,City Terrace 12,False
,"Earth, wind and fire: Covering disasters from a data perspective",2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,,River Terrace 3,False
,Tools to convert lots of PDFs at once,2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,,River Terrace 2,False
javascript,"Javascript charts and maps, straight from R (advanced)",2017-03-04,3:30 p.m.,2017-03-04,4:30 p.m.,False,,City Terrace 5,False
,Animated videos,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,,City Terrace 7,False
,Separating fact from fiction: Information verification,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,,Conference Center A,False
,Criminal justice,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,,River Terrace 3,False
,Embrace the data! How to turn data into characters in your story,2017-03-04,4:45 p.m.,2017-03-04,5:45 p.m.,False,,River Terrace 2,False
,Year in CAR (repeat),2017-03-05,9:00 a.m.,2017-03-05,10:00 a.m.,False,"**Speakers are IRE/NICAR Staff
",River Terrace 1,False
,OpenElections hackathon,2017-03-05,9:00 a.m.,2017-03-05,12:30 p.m.,False,,City Terrace 12,False
,Conference sales (Sunday),2017-03-05,9:00 a.m.,2017-03-05,10:30 a.m.,False,,3rd floor - Skybridge,False
python,Just enough Django: Distributed data entry in the newsroom (beginner/intermediate) *pre-registered attendees only,2017-03-05,9:00 a.m.,2017-03-05,12:30 p.m.,False,"Dana Amihere, Ben Welsh - Ben Welsh presents a step-by-step guide to creating a simple web application that empowers you to enlist reporters in data entry and refinement. The 3-hour, hands-on tutorial will teach you how to take advantage of the Django Web framework's powerful administration panel, without bothering with all the other web developer crap. You will learn how to design database tables, load in data and quickly create a system for others to improve it. 
Preregistration is required and seating is limited. Laptops will be provided for the training.
Workshop prerequisites: If you have a good attitude and know how to take a few code crashes in stride, you are qualified for this class.
NOTE: Registration is required for this session. Click here to sign up.
 | URL: http://ire.org/events-and-training/event/2702/2884/",City Terrace 6,False
maps,Google Fusion Tables (beginner),2017-03-05,10:15 a.m.,2017-03-05,11:15 a.m.,False,,City Terrace 4,False
,Let's get creepy: Backgrounding tips from a journalist and librarian,2017-03-05,10:15 a.m.,2017-03-05,11:15 a.m.,False,"Sarah Hutchins, Lauren Grandestaff -  | URL: http://ire.org/events-and-training/event/2702/2929/",River Terrace 1,False
spreadsheets,OpenRefine,2017-03-05,10:15 a.m.,2017-03-05,11:15 a.m.,False,,City Terrace 5,False
,Social media sleuthing,2017-03-05,11:30 a.m.,2017-03-05,12:30 p.m.,False,Doug Haddix -  | URL: http://ire.org/events-and-training/event/2702/2930/,River Terrace 1,False
maps,Google Fusion Tables (advanced),2017-03-05,11:30 a.m.,2017-03-05,12:30 p.m.,False,,City Terrace 5,False
,Google trends,2017-03-05,11:30 a.m.,2017-03-05,12:30 p.m.,False,,City Terrace 7,False
