Topic,Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
,Following the money (Sponsored by Bloomberg),2016-06-16,11:30 a.m.,2016-06-16,12:30 p.m.,False,"Rob Barry, Mark Lagerkvist, Michael Sallah, Duane Pohlman - **Moderated by Duane Pohlman, WCMH/NBC4 Columbus
 | URL: http://ire.org/events-and-training/event/2199/2607/",Salon F-H,False
tableau,Finding and telling data stories with Tableau Public (Hosted by Tableau) *pre-registered attendees only,2016-06-16,1:30 p.m.,2016-06-16,3:00 p.m.,False,"Got a dataset and an impending deadline to write a story on it? Find the scoop and convey it with beautiful, interactive visualizations in a serial narrative using Tableau Public. It's a fast, easy to use, and free tool for journalists. Visualizations will publish using any CMS and no programming is required. 
We'll teach you how to:
•Connect to Excel files and other file types•Rapidly explore and analyze datasets with ease•Make eye-catching visualizations to share your findings•Add interactivity and arrange them in a serial narrative to engage and sustain your audience's attention
No previous experience with Tableau is necessary to attend. Laptops will be provided. This is a free training, however you must be registered for the IRE Conference to attend this class. Limited seats are available. There may be a few seats available on-site.
Register for this class
",Salon C,False
,"Investigating realities: Approaches to  reporting, production, and development with VR",2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,False,"Trey Bundy, Lakshmi Sarah, Robert Hernandez - **Moderated by Robert Hernandez, University of Southern California - Annenberg
 | URL: http://ire.org/events-and-training/event/2199/2727/",Salon F-H,False
,Broadcast deep dives 1 (Sponsored by Napoli Management Group),2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,False,"Andy Pierrotti, Steve Eckert, A. J. Lagoe, Scott Friedman, Eva Parks -  | URL: http://ire.org/events-and-training/event/2199/2575/",Galerie 2,False
,Investigating supply chains (Sponsored by Knight Foundation),2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,False,"Peter Klein, Richard Marosi, Martha Mendoza -  | URL: http://ire.org/events-and-training/event/2199/2689/",Galerie 1,False
,The fight for (information) freedom (Sponsored by The Press Club of New Orleans),2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,False,"Karen Gadbois, Robert McClendon, Katie Moore, Lee Zurik, Scott Sternberg - An examination of how to survive and thrive in the age of the Freedom of Information Act and other access laws. A panel of award-winning journalists and experts will discuss best practices, tips and strategies that have helped in navigating FOIA, and the challenges and barriers while working to access and collect data, records and other information made available to the public under the law.
 | URL: http://ire.org/events-and-training/event/2199/2565/",Galerie 4-5,False
,Educators: Lightning talks,2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,False,"Brant Houston - **Moderated by Brant Houston, University of Illinois
 | URL: http://ire.org/events-and-training/event/2199/2547/",Studio 9-10,False
,Investigating inequality,2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,False,"Nikole Hannah-Jones, Susan Richardson -  | URL: http://ire.org/events-and-training/event/2199/2552/",Salon D,False
,50 apps in 30 minutes (+ 30 minutes of other cool stuff),2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,False,David Ho -  | URL: http://ire.org/events-and-training/event/2199/2558/,Salon E,False
,Broadcast showcase: The changing network landscape,2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,False,"Rhonda Schwartz, Len Tepper, Scott Zamost, Lea Thompson - **Moderated by Lea Thompson, former NBC News
 | URL: http://ire.org/events-and-training/event/2199/2568/",Galerie 3,False
spreadsheets,Getting data into Excel,2016-06-16,2:30 p.m.,2016-06-16,3:30 p.m.,False,"Rui Kaneya - Don't let hard-to-use data ruin your day. Learn how to import a variety of formats (such as text files, HTML tables, PDFs) into Excel.
Prerequisites: None.
 | URL: http://ire.org/events-and-training/event/2199/2642/",Salon B,False
tableau,Designing Tableau visualizations for mobile (Hosted by Tableau) *pre-registered attendees only,2016-06-16,3:30 p.m.,2016-06-16,5:00 p.m.,False,"Are mobile readers of your news site becoming more and more common? If your news organization is like others we've worked with, the percent of readers using phones and tablets to read your content is well over half of the overall number, and growing fast. Creating data visualizations for these small form-factors is very challenging. Learn how to use Tableau to create sheets and dashboards that work great, even on phones and tablets. 
•Design considerations, including layout and formatting•Dashboard sizing for a range of screen widths•Interactivity – filtering and tooltips•Options to embed visualizations to respond to reader device
Some experience with Tableau Public is recommended. Taking one of the earlier Tableau sessions should suffice. Laptops will be provided. This is a free training, however you must be registered for the IRE Conference to attend this class. Limited seats are available. There may be a few seats available on-site.
Register for this class
",Salon C,False
,Show & Tell *Thursday - #4 (Sponsored by Napoli Management Group),2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,False,"Keith Esparros - **Moderated by Keith Esparros, CBS - WWL/New Orleans
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday. Check back on Wednesday, June 15 for sign-up details.
 | URL: http://ire.org/events-and-training/event/2199/2716/",Galerie 2,False
,5 hacks to get started in data or tech (Sponsored by Knight Foundation),2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,False,"Samantha Sunne - Everyone needs to know data these days. You're definitely gonna get right on it… as soon you've finished this story, and covered the city council meeting, and learned to write Python - whatever that is. Or, you could put off Python a while longer, and use these five hacks to work data in the reporting you're already doing.
 | URL: http://ire.org/events-and-training/event/2199/2573/",Galerie 1,False
statistics,Crime statistics (Sponsored by Criminal Justice Journalists),2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,False,"Daniel Lathrop, Ben Poston, Jodi Upton, Ted Gest - **Moderated by Ted Gest, Criminal Justice Journalists
 | URL: http://ire.org/events-and-training/event/2199/2548/",Studio 9-10,False
,Broadcast: Investigating your local school system,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,False,"Eric Flack, Kelly Hinchcliffe, Jenna Susko -  | URL: http://ire.org/events-and-training/event/2199/2569/",Galerie 3,False
,Campus coverage: The cost of going to college,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,False,"Jon Marcus, Jill Riepenhoff, Gordon Russell -  | URL: http://ire.org/events-and-training/event/2199/2681/",Galerie 4-5,False
,Outlook potentially negative: When PIOs fight back,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,False,"Jack Gillum, John Kelly, Michael Morisy, Maud Beelman - **Moderated by Maud Beelman, The Associated Press
 | URL: http://ire.org/events-and-training/event/2199/2553/",Salon D,False
spreadsheets,Cleaning data with OpenRefine,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,False,"Robert Gebeloff, Nils Mulvad - OpenRefine is a good tool to clean really dirty data -- the kind of data in which the same name might be spelled in 30 different ways. It has built-in cleaning tools for analysts and journalists.
This session will be most useful if: You have some experience working with data in columns and rows, in spreadsheets or database managers.
 | URL: http://ire.org/events-and-training/event/2199/2653/",Salon B,False
,Management: Just say no (or yes) - Vetting story ideas,2016-06-16,3:45 p.m.,2016-06-16,4:45 p.m.,False,"Flynn McRoberts, Amy Pyle, Jennifer Forsyth -  | URL: http://ire.org/events-and-training/event/2199/2676/",Salon F-H,False
,Policing (Sponsored by Criminal Justice Journalists),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,False,"Kimberly Kindy, Brad Schrade, Ronal Serpas, Ted Gest - **Moderated by Ted Gest, Criminal Justice Journalists
 | URL: http://ire.org/events-and-training/event/2199/2554/",Salon D,False
,Campaign 2016: Backgrounding candidates and measuring effectiveness (Sponsored by Rockefeller Brothers Fund),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,False,"Steve Eder, James Grimaldi, Jonathan Salant, Kathy Kiely - **Moderated by Kathy Kiely, BillMoyers.com
 | URL: http://ire.org/events-and-training/event/2199/2682/",Galerie 4-5,False
,Unleash the data: Tools and tricks for taming PDFs,2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,False,"Nils Mulvad, Jaimi Dowdell - This class will cover basic approaches for getting text out of PDF documents using powerful and freely available tools. Participants will be introduced to basic concepts and walked-through tackling common challenges encountered with tricky PDF documents.
This class is best for: People who are unfamiliar with the PDF to text tools or would like to learn how optical character recognition (OCR) tools can be used for extracting difficult text from images embedded in PDF documents.
 | URL: http://ire.org/events-and-training/event/2199/2644/",Salon B,False
,Investigating in the wake of disaster (Sponsored by Dart Center for Journalism & Trauma),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,False,,Galerie 3,False
,Failures of enforcement,2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,False,"Howard Berkes, David Heath, Ziva Branstetter, Jeremy Schwartz - **Moderated by Ziva Branstetter, The Frontier
 | URL: http://ire.org/events-and-training/event/2199/2701/",Salon E,False
,Show & Tell *Thursday - #5 (Sponsored by Napoli Management Group),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,False,"Patricia DiCarlo - **Moderated by Patricia DiCarlo, CNN.
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Thursday sign-ups open at 9 a.m. on Wednesday. Check back on Wednesday, June 15 for sign-up details.
 | URL: http://ire.org/events-and-training/event/2199/2717/",Galerie 2,False
,Automate and turbocharge your social media (Sponsored by Knight Foundation),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,False,"Doug Haddix - Learn how to create recipes with the free If This, Then That (IFTTT) service to track hashtags or key phrases on social channels and download results automatically. Connect your channels on Twitter, Facebook, LinkedIn and Instagram in creative ways to cross-post material. Monitor tweets from a specific place (e.g. the statehouse) and download them automatically to a spreadsheet. Scoop up all Instagram photos with a particular hashtag into a folder on your DropBox or Google Drive. And much, more more. No programming skills needed.
 | URL: http://ire.org/events-and-training/event/2199/2574/",Galerie 1,False
,Humanizing numbers,2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,False,"Andrew Lehren, Kendall Taggart, Mc Nelly Torres -  | URL: http://ire.org/events-and-training/event/2199/2562/",Salon F-H,False
,The business of freelancing: Securing grants (Sponsored by the Fund for Investigative Journalism and FIRE),2016-06-16,5:00 p.m.,2016-06-16,6:00 p.m.,False,"Esther Kaplan, Stephen Sapienza, Jane Sasseen, Laird Townsend, Brant Houston, Ricardo Sandoval-Palos -  **Moderated by Brant Houston, University of Illinois
 | URL: http://ire.org/events-and-training/event/2199/2549/",Studio 9-10,False
,Campaign 2016: Following the (dark) money (Sponsored by Rockefeller Brothers Fund),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,False,"Russ Choma, Robert Maguire, Fredreka Schouten, Michael Beckel - **Moderated by Michael Beckel, The Center for Public Integrity
 | URL: http://ire.org/events-and-training/event/2199/2602/",Galerie 4-5,False
,The business of freelancing: Running a business (Sponsored by the Fund for Investigative Journalism and FIRE),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,False,"Katia Bachko, Carlos Dada, Katie Townsend, Lee van der Voo, Laird Townsend - **Moderated by Laird Townsend, Project Word
 | URL: http://ire.org/events-and-training/event/2199/2656/",Studio 9-10,False
,Robots that report: How fact-checkers worldwide are experimenting with automation,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,False,"Bill Adair, Alexios Mantzarlis - With small staffs and an ocean of false claims to verify, fact-checkers in France, the U.K., the U.S. and elsewhere are experimenting with automation in different stages of the fact-checking process. Tools have been built to find check-worthy claims, track false claims in the news and social media, automatically annotate false claims and pair them with fact checks published elsewhere. How far are we from a ""holy grail"" of entirely automated fact-checking? What can we do in the meantime? And how can developments in this field help investigative reporters in their work?
 | URL: http://ire.org/events-and-training/event/2199/2594/",Salon E,False
,Digging into data for stories: A crash course **pre-registered attendees only,2016-06-17,9:00 a.m.,2016-06-17,6:15 p.m.,False,"Even if you've never touched a spreadsheet, you will walk away from this day-long workshop able to use Excel for your next investigation. You'll come away with plenty of story ideas and also learn about publicly available databases that you can download and analyze to produce great local stories.
In this workshop, led by experienced IRE and NICAR trainers, we'll explore how to use Excel, a fairly simple but powerful spreadsheet application, to begin analyzing data for stories. We'll start from the beginning with basic formulas and work our way up to summarizing information using PivotTables and more. How do you think about data analysis as a journalist? How do you find the story within the columns and rows? Depending on the experience level of the group we may discuss advanced functions in Excel including data cleaning and more. 
We'll walk through a number of searchable databases currently available online and show you how you can download information into a spreadsheet so you can start analyzing data as soon as you leave the workshop.
No previous experience is required for this workshop. Preregistration is required and seating is limited. Computers will be provided for the training. **Attendees must be registered for the conference to attend this workshop.
NOTE: Registration is required for this session. Click here to sign up.
",See printed schedule for room information,False
,Social media on the map,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,False,"Doug Haddix - Social media + location = precision reporting. Filter the firehose of social media posts by location to focus like a laser on your city or region. Discover the latest apps, tools and tactics to pinpoint experts, witnesses, story angles, photos, videos and other material in a particular city or even near a specific address. Empowered with these tools, you will stay several steps ahead of your competitors, especially during breaking news.
 | URL: http://ire.org/events-and-training/event/2199/2598/",Salon F-H,False
,Ethnic media track impact of hate speech in 2016 election (Sponsored by Ford Foundation and New America Media),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,False,"Hate speech and demonizing specific groups by public figures has become standard political discourse in the 2016 election campaign. Ethnic news organizations, serving several target populations, report on what they are doing to monitor the fallout in their communities and what they're finding: Increased levels of intimidation and self-censorship, reports of micro-aggression, verbal and physical violence and strategies to fight back.
",Galerie 6,False
,Broadcast: Visuals - Making the story sing,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,False,"Felipe Escamilla, Anna Hewson, Peter Hull, Evan Stulberger -  | URL: http://ire.org/events-and-training/event/2199/2580/",Galerie 3,False
,All about the analysis,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,False,"Rob Barry, Crina Boros, Steven Rich, Chrys Wu - **Moderated by Chrys Wu, The New York Times
 | URL: http://ire.org/events-and-training/event/2199/2692/",Salon D,False
,Under pressure: Real life in real time with breaking news,2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,False,"Stephen Stock - Come experience the real heart pounding excitement of a breaking news simulation where your investigative reporting and computer assisted reporting skills will be put through the ringer and to the test as teams compete to see who can break real, enterprise news in a minute by minute breaking news scenario. Sharpen your skills or learn new techniques to take back to your newsroom to help your team win the day the next time a big breaking news story happens in your backyard.See how good your skills really are. This class will teach you skills you can also use for everyday general assignment reporting/stories to take your career to the next level (not just breaking news.)
Prerequisites: None. This class can be useful to anyone from novice beginners to experienced internet jockeys.
 | URL: http://ire.org/events-and-training/event/2199/2643/",Salon C,False
,Show & Tell *Friday - #1 (Sponsored by Napoli Management Group),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,False,"Ramon Escobar - **Moderated by Ramon Escobar, CNN
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Friday sign-ups open at 9 a.m. on Thursday. Check back on Thursday, June 16 for sign-up details.
 | URL: http://ire.org/events-and-training/event/2199/2718/",Galerie 2,False
,Finding the story: A data tour (Sponsored by Knight Foundation),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,False,"Mark Nichols, Christopher Schnaars, Russ Ptacek, Katy Stech, Jaimi Dowdell - **Moderated by Jaimi Dowdell, IRE/NICAR
 | URL: http://ire.org/events-and-training/event/2199/2585/",Galerie 1,False
spreadsheets,Excel 1: Getting started with spreadsheets (repeat session),2016-06-17,9:00 a.m.,2016-06-17,10:00 a.m.,False,"Jamie Grey - In this introduction to spreadsheets you'll begin analyzing data with Excel, a simple but powerful tool. You'll learn how to enter data, sort it, filter it and conduct simple calculations like sum, average and median.
Prerequisites: None.
 | URL: http://ire.org/events-and-training/event/2199/2631/",Salon A,False
,Broadcast: What keeps your lawyer awake at night?,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,False,"Chris Moeser, Laura Lee Prather, Mary Ellen Roy, Kevin Keeshan - **Moderated by Kevin Keeshan, NBC Owned Television Stations
 | URL: http://ire.org/events-and-training/event/2199/2581/",Galerie 3,False
,After Ferguson: What's next for reporting on policing in America?,2016-06-17,10:15 a.m.,2016-06-17,11:15 a.m.,False,"Oliver Laughland, Wesley Lowery, Errin Haines Whack, DeRay Mckesson, -  | URL: http://ire.org/events-and-training/event/2199/2596/",Salon D,False
